,task,valueA,valueB,action,logprobA,logprobB
61,13584,-3.0,-7.0,J,-1.2453336,-0.3420083
62,8732,23.0,21.599999999999998,F,-0.19566648,-1.7411433
63,11331,12.25,13.0,J,-1.04553,-0.43665373
64,11671,6.1000000000000005,8.500000000000005,J,-0.92756283,-0.5070688
65,9962,-2.1,-2.0,J,-3.5531917,-0.029974982
66,3788,17.200000000000003,17.75,J,-1.0073988,-0.45769235
67,916,3.1999999999999993,8.25,F,-0.49037126,-0.9527088
68,11424,22.000000000000007,21.8,F,-0.57884485,-0.82770056
69,7341,20.0,18.65,J,-0.73339903,-0.6585433
70,9116,14.0,13.83,F,-0.61042696,-0.78916657
71,11294,11.0,14.75,J,-0.71340525,-0.6788699
72,5466,-8.0,-7.400000000000001,J,-1.3305088,-0.30958906
73,1223,4.000000000000002,13.0,J,-1.0942526,-0.41060838
74,9449,29.0,34.0,J,-1.9981006,-0.14701039
75,2903,2.0,2.0,F,-0.6693586,-0.72282153
76,7823,30.0,38.900000000000006,J,-1.2363204,-0.34643832
77,5844,23.000000000000004,22.0,F,-0.48171896,-0.9671564
78,793,2.25,12.5,J,-4.177852,-0.016363656
79,5600,6.0,6.199999999999999,F,-0.14465629,-2.02149
80,10495,-4.0,-1.8,J,-1.9685097,-0.1520081
81,6524,13.0,14.5,J,-0.87442756,-0.5432794
82,4665,15.600000000000023,17.5,F,-0.60067016,-0.7998261
83,6249,16.75,17.4,J,-2.265168,-0.112477094
84,2925,7.0,13.0,J,-1.1072679,-0.4054056
85,8368,11.0,7.0,J,-0.97919554,-0.47462735
86,12197,13.0,5.15,J,-0.7634266,-0.6320436
87,269,-9.0,-9.05,J,-1.2105645,-0.3570602
88,14326,20.0,20.400000000000002,J,-0.72259164,-0.670027
89,2891,7.0,7.0,J,-1.706844,-0.20225495
90,7235,30.0,32.99999999999997,J,-3.1679845,-0.044003915
91,6192,28.0,26.35,J,-1.1540511,-0.38122582
92,12697,-3.0,5.0,F,-0.51758534,-0.91118294
93,8745,6.0,11.8,F,-0.63247895,-0.76401824
94,7321,22.0,25.400000000000002,F,-0.2892632,-1.3979764
95,10540,14.0,25.970000000000002,J,-2.480294,-0.08915607
96,6130,19.0,22.199999999999918,J,-1.0368003,-0.4422083
97,1998,8.0,9.0,J,-1.1069865,-0.4045357
98,11800,-6.0,-3.5999999999999823,J,-1.7225678,-0.19849049
99,1675,23.0,23.0,J,-0.860721,-0.55615276
100,11151,14.0,9.99999999999988,J,-0.7483175,-0.6459166
101,3496,17.0,15.25,J,-1.1618563,-0.378346
102,11762,3.0000000000000018,1.2000000000000006,F,-0.59175766,-0.81063455
103,4156,29.0,26.6,F,-0.52573866,-0.9003735
104,317,-2.25,-0.5499999999999998,J,-0.8287626,-0.57721484
105,9456,6.0,6.000000000000015,J,-1.283621,-0.32798302
106,2164,23.0,22.800000000000004,F,-0.54768646,-0.87085515
107,11770,23.0,25.200000000000003,J,-1.0891658,-0.4142552
108,12022,13.8,11.25,F,-0.52849483,-0.89535344
109,4951,25.0,23.340000000000007,F,-0.408465,-1.0997834
110,753,16.0,19.799999999999898,F,-0.21235584,-1.6704372
111,11006,16.299999999999997,8.2,J,-0.9553996,-0.4897157
112,4417,7.0,3.8000000000000003,F,-0.320346,-1.3032085
113,6225,-4.200000000000003,-10.8,J,-1.8911114,-0.16519947
114,8294,-4.0,-1.6000000000000005,F,-0.645126,-0.74798554
115,7989,22.0,23.25,J,-0.8835467,-0.53697675
116,8634,27.0,25.5,F,-0.5968787,-0.80565894
117,1747,20.0,22.0,F,-0.58213335,-0.8227626
118,1036,18.800000000000004,15.15,J,-2.0694387,-0.13690655
119,10160,21.0,14.98,J,-1.9270955,-0.15912361
120,7339,18.0,12.199999999999998,J,-1.0268298,-0.44724774
121,6968,-9.299999999999999,-4.470000000000001,F,-0.67992306,-0.71022224
122,11008,24.0,17.95,J,-2.8794994,-0.058711227
123,13975,8.0,8.8,F,-0.6668671,-0.7256316
124,12667,15.66,12.2,F,-0.33934805,-1.2518429
125,2054,0.8000000000000007,8.400000000000023,J,-1.9653972,-0.15227076
126,5988,22.0,25.41,J,-0.9555713,-0.48897374
127,8791,11.0,21.5,J,-0.7945831,-0.6053245
128,11235,9.0,14.350000000000001,J,-1.9119542,-0.16184457
129,3447,16.0,4.75,F,-0.36364156,-1.1964376
130,13333,6.0,11.78,F,-0.37338582,-1.1739143
131,10761,-9.800000000000002,-15.0,F,-0.23987307,-1.5541973
132,7079,1.0,-4.800000000000127,J,-0.7426314,-0.650825
133,6645,18.0,16.71,F,-0.23182826,-1.5875344
134,14520,-6.0,-6.800000000000005,J,-1.3058609,-0.31843215
135,2986,30.0,31.000000000000004,F,-0.2291706,-1.595125
136,14084,22.0,14.600000000000005,J,-0.93063825,-0.505391
137,1272,29.0,40.32,J,-1.2682457,-0.33374974
138,13947,13.000000000000002,18.0,J,-1.6131065,-0.22526045
139,14550,9.0,12.75,J,-1.0267811,-0.44738486
140,1284,28.0,26.5,F,-0.484408,-0.9649329
141,12199,23.0,25.200000000000003,J,-1.5438255,-0.24238344
142,8313,-4.0,-12.0,F,-0.6516984,-0.7407172
143,1083,23.000000000000014,18.75,J,-0.7098641,-0.67995775
144,7176,7.0,8.2,J,-0.8356001,-0.5720303
145,4425,27.25,27.0,F,-0.14522299,-2.0160458
146,3875,4.0,4.78,J,-1.7008348,-0.2035042
147,12136,19.25,21.599999999999998,J,-1.306273,-0.31830072
148,7486,18.0,18.0,F,-0.36606976,-1.1887932
149,2206,19.0,13.65,J,-3.939983,-0.021300225
150,12345,12.100000000000001,9.200000000000001,F,-0.64071923,-0.75335294
151,12355,30.0,28.8,J,-1.1390418,-0.38903794
152,4568,19.2,17.399999999999995,J,-0.8173007,-0.58682907
153,10438,7.75,9.45,J,-0.8583125,-0.556383
154,186,21.000000000000014,17.300000000000004,J,-0.86165404,-0.5526759
155,11559,-3.2,2.6,J,-1.002716,-0.46029928
156,12476,25.0,20.25,F,-0.67395204,-0.7188109
157,3711,-1.0,4.0,J,-0.9047051,-0.52190125
158,485,13.0,15.85,J,-1.7862008,-0.18556535
159,8587,25.55,29.200000000000003,F,-0.43266395,-1.05227
160,2866,1.0,7.0,F,-0.15807694,-1.9342115
161,4938,29.0,35.25,F,-0.2623322,-1.4750931
162,2408,17.0,15.600000000000001,J,-0.8806609,-0.53995496
163,11913,26.0,31.800000000000004,F,-0.19101675,-1.7591931
164,5878,-2.0,-2.0,J,-0.6957777,-0.6945933
165,9376,18.25,22.0,F,-0.5583372,-0.8574142
166,11390,-3.0,1.900000000000017,J,-1.1334941,-0.39098328
167,4738,10.0,15.25,F,-0.39826894,-1.119923
168,9231,-9.799999999999986,-5.5,J,-0.90798384,-0.51968676
169,12727,25.0,25.0,J,-0.75289524,-0.64111984
170,12655,-1.75,-1.4999999999999583,J,-1.0459712,-0.436105
171,1458,29.0,27.140000000000004,J,-1.1156515,-0.4006712
172,4599,18.0,15.10000000000001,J,-2.7501378,-0.06701998
173,6750,-4.0,2.8,J,-4.3334274,-0.013875189
174,7731,26.0,17.599999999999987,J,-1.0459051,-0.43821615
175,12093,20.200000000000003,8.75,J,-2.4708076,-0.089107
176,852,12.0,8.049999999999999,J,-1.0647151,-0.42570376
177,11478,2.0,6.85,J,-1.9689668,-0.15335882
178,272,12.000000000000002,12.0,F,-0.47492978,-0.97847456
179,6359,-6.0,-6.1999999999999975,J,-0.9212019,-0.51098925
180,7287,13.0,-0.5000000000000198,F,-0.48670265,-0.96164864
181,4049,18.0,18.14,F,-0.408649,-1.0993314
182,8315,25.399999999999984,18.0,F,-0.36340353,-1.1951889
183,2048,-1.0,-2.5999999999999996,J,-1.8632945,-0.17021061
184,11921,29.0,26.5,J,-3.2026455,-0.042149004
185,2263,24.0,24.400000000000002,J,-1.2030101,-0.3612923
186,3975,-9.0,-0.7999999999999878,J,-2.7542517,-0.06666885
187,6064,26.0,27.400000000000023,J,-0.7366645,-0.65606177
188,14215,3.8000000000000007,3.8000000000000047,J,-1.238858,-0.34476253
189,1111,-7.300000000000001,-5.200000000000001,F,-0.26220477,-1.4734254
190,5994,1.0,1.75,J,-1.3577958,-0.2996007
191,1638,-4.0,-4.0,F,-0.5170622,-0.91157436
192,7709,0.0,9.000000000000014,J,-1.7024398,-0.20328563
193,885,12.0,9.5,J,-1.0473706,-0.43473017
194,3853,8.000000000000004,10.600000000000001,J,-2.8647165,-0.06349756
195,12533,22.000000000000025,22.0,J,-2.3140426,-0.1056246
196,13155,8.0,5.949999999999999,J,-1.2394027,-0.3445375
197,10111,24.0,19.39999999999997,F,-0.6471107,-0.74593157
198,13631,8.000000000000012,-0.4,F,-0.31996098,-1.3023982
199,14561,20.0,15.36,F,-0.2854709,-1.4028149
200,5940,26.0,31.800000000000004,J,-2.015734,-0.14517531
201,9425,-1.0,6.800000000000001,J,-1.585256,-0.2311569
202,14519,7.0,9.0,J,-0.9757164,-0.4768341
203,10852,10.0,11.0,F,-0.16666944,-1.8921763
204,5661,28.0,26.900000000000002,J,-3.1448145,-0.045092646
205,1079,10.0,11.0,J,-0.81295437,-0.5906415
206,2892,7.0,14.25,J,-1.0534948,-0.43253452
207,13564,14.8,8.9,J,-1.149527,-0.38401264
208,5432,27.0,31.7,J,-0.7976881,-0.60298586
209,3603,19.0,21.000000000000004,J,-1.3189274,-0.31524235
210,3611,2.6000000000000005,6.5,F,-0.12845472,-2.1320431
211,6651,-10.0,0.0,J,-1.7087013,-0.20172812
212,4240,15.0,2.75,F,-0.27452755,-1.4377946
213,7877,27.0,25.4,F,-0.6475341,-0.746657
214,1711,-9.2,-17.80000000000014,J,-2.1219656,-0.12889116
215,4636,4.0,7.25,J,-0.80364627,-0.59734654
216,12201,2.0,5.5,J,-0.9658106,-0.48189428
217,5342,8.0,-2.0,F,-0.0667204,-2.7618554
218,7990,4.0,5.8,J,-3.5355675,-0.03025926
219,5291,27.0,23.0,J,-1.9970425,-0.14865857
220,7890,21.0,16.200000000000003,F,-0.63437456,-0.76290125
221,10192,1.75,3.000000000000048,F,-0.24501686,-1.5346267
222,9027,3.0,2.0,F,-0.5667543,-0.8433675
223,14457,18.0,24.4,J,-1.87347,-0.16899188
224,13021,6.25,-0.5,J,-1.482165,-0.25980538
225,13601,23.8,25.0,J,-2.4077446,-0.09694428
226,12792,24.150000000000002,28.3,J,-1.3751029,-0.29580498
227,11705,3.8000000000000247,12.9,J,-0.71933067,-0.6711711
228,3741,3.8000000000000003,3.8000000000000007,F,-0.08652052,-2.5627482
229,8531,27.0,31.499999999999822,J,-0.77631813,-0.62205935
230,5377,-1.0,-14.000000000000002,J,-0.79503596,-0.60470843
231,11013,-5.0,-1.7000000000000717,J,-0.9711329,-0.47927245
232,10321,28.300000000000004,28.0,F,-0.46672985,-0.99193454
233,3291,3.0,-1.0,F,-0.5771443,-0.8301322
234,2704,-9.0,-0.5999999999999996,J,-0.8909511,-0.5311383
235,4439,12.0,6.75,F,-0.19486496,-1.745564
236,2573,17.0,17.0,F,-0.5670806,-0.84405524
237,11096,11.0,17.0,J,-1.4174161,-0.27957976
238,9875,-4.0,-12.8,F,-0.56377864,-0.8458535
239,10838,-6.0,-6.0,J,-0.93393344,-0.5035001
240,11937,-6.0,-9.0,J,-1.731033,-0.19682373
241,14229,-7.0,-6.0,F,-0.4907286,-0.9519063
242,9731,-2.0,-5.200000000000003,F,-0.4551255,-1.0112703
243,3929,26.0,19.9,J,-0.6999388,-0.69252574
244,2430,4.199999999999999,11.05,J,-2.4292126,-0.09365955
245,11898,20.0,23.9,J,-4.1431017,-0.017937083
246,7880,1.0,-3.5,F,-0.5081715,-0.92466205
247,10296,9.75,22.25,J,-3.4579713,-0.03454392
248,5273,3.0,5.5,F,-0.5363991,-0.8855651
249,9715,8.0,11.19999999999996,J,-0.8904468,-0.53192437
250,3748,7.0,-0.40000000000006253,F,-0.2064967,-1.6910224
251,6617,26.9,21.75,J,-2.0538507,-0.13959742
252,5304,13.0,12.25,J,-1.0342313,-0.4427206
253,2970,19.05,15.200000000000001,J,-1.0913588,-0.4130179
254,10412,10.02,3.3299999999999996,F,-0.2823833,-1.4167169
255,3357,30.0,36.400000000000006,J,-1.1426938,-0.38673425
256,800,16.75,21.800000000000004,J,-1.0025971,-0.45994386
257,10639,29.0,25.80000000000004,J,-2.186671,-0.12037933
258,6590,10.0,7.1000000000000005,J,-0.7594524,-0.6352782
259,10422,-7.0,-5.209999999999999,J,-1.9656609,-0.15239988
260,10609,11.0,10.5,F,-0.1998916,-1.7213682
261,6426,-6.0,-7.4000000000000155,J,-1.1281285,-0.39395195
262,5312,24.0,27.199999999999964,F,-0.6105449,-0.7896508
263,2397,21.0,16.25,F,-0.41249424,-1.09448
264,5885,20.200000000000003,21.5,F,-0.62783223,-0.7673986
265,8665,29.200000000000003,29.150000000000002,F,-0.40075213,-1.1135875
266,5778,13.200000000000003,11.0,F,-0.5245907,-0.90105075
267,7780,-1.0,1.999999999999994,J,-0.9074827,-0.5203939
268,4206,-3.0,4.1,J,-1.94213,-0.15671332
269,8032,27.199999999999996,14.999999999999986,F,-0.5194203,-0.9078823
270,4750,27.0,29.6,J,-1.067268,-0.42481014
271,2908,8.0,16.810000000000002,J,-2.866471,-0.060295872
272,1918,26.0,35.59999999999994,F,-0.49520144,-0.9479202
273,14271,10.0,6.199999999999999,J,-1.1651665,-0.3767409
274,14564,14.0,15.799999999999994,J,-1.9698178,-0.15195058
275,10110,13.000000000000004,11.8,F,-0.3915269,-1.133045
276,12315,-8.0,-12.75,J,-1.2567413,-0.33739161
277,2958,2.8,0.7999999999999998,J,-1.3529536,-0.30108786
278,5150,24.800000000000008,15.75,J,-0.72823304,-0.6630007
279,3918,-5.3999999999999995,-9.0,F,-0.22637567,-1.605652
280,11091,8.2,14.200000000000001,F,-0.24022436,-1.5539927
281,14353,1.2000000000000002,-1.8000000000000016,F,-0.1949105,-1.7432828
282,2351,-0.08,4.5,F,-0.57217824,-0.8358454
283,13676,-8.25,-8.0,J,-1.077968,-0.41921937
284,12338,27.0,17.609999999999967,F,-0.34502637,-1.2369475
285,3145,-7.0,-4.75,J,-0.82701683,-0.5786114
286,10990,23.0,25.5,J,-1.585258,-0.23098905
287,2696,6.0,11.05,J,-1.119534,-0.39827108
288,3171,8.0,7.5,J,-0.8531256,-0.5594874
289,3368,-6.0,-5.789999999999999,J,-0.7253493,-0.66611177
290,6276,26.0,22.45,F,-0.4729541,-0.9822324
291,2966,-10.0,-9.0,J,-2.0631735,-0.13747436
292,11570,-10.0,-3.4000000000000004,J,-2.5418174,-0.08319259
293,2342,29.0,26.5,J,-0.75704044,-0.6370452
294,4195,23.0,31.599999999999884,J,-0.80565506,-0.5965762
295,8291,-9.0,-6.300000000000001,J,-1.0154376,-0.45295772
296,8007,-4.15,-4.0,J,-1.2392566,-0.3449294
297,14432,8.0,-0.21,F,-0.29877457,-1.3616798
298,4770,5.0,-2.0000000000000004,F,-0.67224026,-0.7198753
299,2156,13.0,9.200000000000001,F,-0.21895075,-1.6416163
300,1965,5.800000000000001,0.8500000000000001,J,-1.1231455,-0.3965848
301,5473,-10.0,-7.500000000000001,J,-1.095085,-0.410407
302,4480,10.000000000000044,14.5,J,-2.3826132,-0.097758226
303,13893,26.0,15.850000000000001,J,-0.7902748,-0.60910714
304,8712,0.25,-1.1999999999999702,J,-1.1207373,-0.39720932
305,11023,8.700000000000012,16.0,J,-0.7344992,-0.6576216
306,12642,13.0,11.33,F,-0.18992274,-1.7717404
307,721,-3.0,-5.109999999999999,J,-0.760317,-0.63467133
308,1784,2.0,-1.5999999999999985,F,-0.19164045,-1.7593274
309,6596,1.9500000000000002,7.5,F,-0.42571527,-1.0679835
310,7799,1.4000000000000004,0.5,J,-1.1004874,-0.40736264
311,13299,16.0,7.199999999999996,F,-0.14850797,-2.0007284
312,10537,27.0,27.29999999999999,J,-0.97995174,-0.47502884
313,5923,-8.0,-13.200000000000003,F,-0.6043315,-0.7950081
314,4927,24.0,18.200000000000003,J,-1.4939044,-0.25664356
315,11518,18.0,23.0,J,-0.847879,-0.56512785
316,10881,10.799999999999999,12.799999999999997,J,-1.1257601,-0.39557546
317,9610,22.0,17.25,F,-0.6228972,-0.7758303
318,7722,9.600000000000023,9.199999999999983,F,-0.39956647,-1.1173352
319,5479,3.0,-1.75,F,-0.15956308,-1.9339172
320,12645,-8.0,-8.8,F,-0.65367794,-0.73758894
321,10573,-8.0,-14.000000000000004,J,-1.4161886,-0.27991712
322,13236,-6.0,-2.400000000000002,J,-1.1276771,-0.3941652
323,5705,25.0,18.5,F,-0.44844764,-1.0257295
324,5475,25.25,23.0,J,-1.390866,-0.29009238
325,11368,-0.8000000000000003,5.3100000000000005,J,-0.9523914,-0.49120504
326,8824,-6.0,-3.6000000000000005,J,-1.0979171,-0.40859285
327,6947,-10.0,-12.909999999999998,F,-0.35923663,-1.2039536
328,7806,10.0,20.85,J,-0.99658996,-0.46434537
329,11438,13.0,7.2,F,-0.47320405,-0.98226404
330,6224,1.25,12.200000000000003,F,-0.6881151,-0.7039489
331,10751,16.0,10.879999999999999,F,-0.2565713,-1.4980682
332,778,29.200000000000003,20.1,F,-0.1714316,-1.8586502
333,4419,30.0,40.75,J,-1.5764085,-0.23426838
334,13754,14.850000000000001,11.0,F,-0.66196907,-0.72988886
335,13727,21.0,25.75,J,-0.7548734,-0.64104766
336,9587,6.0,-2.9,F,-0.28629807,-1.4029505
337,8507,1.0,2.0,F,-0.18114266,-1.8082521
338,10816,11.75,1.5,J,-1.894271,-0.16458331
339,6491,-3.0,-1.8999999999999901,J,-0.9393784,-0.49911937
340,13544,17.0,21.8,J,-2.0457869,-0.140276
341,4762,10.0,10.4,F,-0.32381168,-1.2995139
342,1157,-1.0,2.6000000000000005,J,-4.5755463,-0.010979108
343,6802,16.0,16.400000000000002,J,-0.9321256,-0.5043588
344,9870,16.0,19.75,F,-0.6509722,-0.7416762
345,2525,20.0,20.939999999999998,J,-1.0870721,-0.41517225
346,10669,-3.4000000000000004,2.5,J,-0.84753406,-0.56292427
347,12706,5.2,-0.7999999999999983,J,-0.7551772,-0.6384245
348,4950,15.0,14.5,J,-1.081435,-0.416989
349,5219,11.0,14.0,J,-1.2818302,-0.32862413
350,13375,0.0,6.200000000000001,J,-1.7027161,-0.20279157
351,2293,22.12,22.0,J,-2.0503578,-0.13953587
352,14505,11.000000000000004,16.5,F,-0.27911547,-1.4177616
353,11985,18.0,24.79999999999999,J,-1.0396264,-0.43979475
354,5628,-4.0,1.5,J,-1.0473466,-0.43483788
355,8042,23.0,19.25,J,-1.0777398,-0.42007646
356,8296,26.0,27.400000000000006,J,-0.7151065,-0.67727435
357,6776,7.0,2.0,J,-1.0486015,-0.43558165
358,3789,-8.0,-3.8000000000000007,F,-0.4599274,-1.0026722
359,5981,29.0,27.800000000000008,F,-0.6877762,-0.70396
360,838,-6.199999999999999,-6.380000000000001,F,-0.17295773,-1.8501914
361,4761,10.0,10.4,F,-0.31981218,-1.3105035
362,5538,9.0,13.25,J,-1.8713403,-0.16903062
363,5450,-8.0,0.4000000000000008,J,-0.7263548,-0.6644889
364,3856,6.799999999999997,12.0,J,-1.0327309,-0.44271055
365,14417,2.0,7.75,J,-1.552598,-0.24001491
366,8835,-5.200000000000003,-11.0,F,-0.1479015,-1.9993553
367,13644,26.900000000000002,27.600000000000023,F,-0.21530898,-1.6511248
368,1297,1.800000000000018,2.0,F,-0.44743383,-1.026789
369,14523,8.0,8.1,F,-0.6107143,-0.788299
370,7892,-0.76,-3.1999999999999993,F,-0.5278441,-0.898543
371,2328,14.000000000000002,14.03,J,-2.3292496,-0.10353423
372,7205,0.0,-2.6000000000000254,J,-1.0495074,-0.43405652
373,842,-5.0,-0.5,J,-2.0315433,-0.14215055
374,1988,10.0,13.599999999999902,J,-0.71003014,-0.6809592
375,2726,25.0,30.000000000000007,J,-0.9594019,-0.48636323
376,108,20.0,23.200000000000003,J,-0.7868554,-0.61285275
377,1541,-8.0,-5.0000000000000036,J,-1.7842171,-0.18559591
378,2566,9.0,5.4,J,-1.4469976,-0.27074912
379,13598,4.0,0.5,F,-0.13067818,-2.120077
380,11440,5.0,3.5,J,-0.84219754,-0.5684291
381,5779,23.400000000000002,30.25,F,-0.3568856,-1.2100389
382,7162,27.0,34.4,F,-0.58812416,-0.8154315
383,3579,-10.0,-7.5,F,-0.53141123,-0.8907586
384,10548,-8.75,-5.000000000000001,J,-0.75520533,-0.63826567
385,1604,-3.17,-1.800000000000036,J,-1.7241004,-0.19847791
386,12604,-8.25,-8.55,J,-1.7388551,-0.19496417
387,14270,17.0,14.879999999999999,J,-1.2522917,-0.33959872
388,8986,-10.0,-10.7,J,-2.0562658,-0.13845067
389,6419,-6.01,-14.17,J,-0.7424084,-0.65011466
390,13212,18.869999999999997,21.800000000000026,J,-1.6347551,-0.21868318
391,10997,-10.0,-18.0,F,-0.34153718,-1.2461412
392,9555,14.0,13.35,J,-0.8111146,-0.59208333
393,14335,-7.0,-4.54,J,-1.7151867,-0.20008437
394,5948,-9.9,-8.600000000000001,F,-0.3516619,-1.2216723
395,11563,9.0,12.200000000000045,F,-0.49628475,-0.9455961
396,8259,16.0,14.900000000000023,J,-0.7412863,-0.65162945
397,11126,23.000000000000004,18.4,J,-1.2329984,-0.34867826
398,14367,10.0,13.0,F,-0.54388636,-0.87449855
399,2345,12.0,21.0,J,-0.78084064,-0.61737216
400,505,25.0,24.099999999999856,J,-1.0117201,-0.45605606
401,5208,28.76,21.999999999999886,J,-0.74628866,-0.6466325
402,5070,20.75,21.0,F,-0.26097986,-1.4795171
403,2857,23.0,20.5,J,-2.3162248,-0.10657475
404,8953,23.0,28.400000000000002,F,-0.4125764,-1.0935047
405,4903,23.25,23.0,J,-1.0321872,-0.44371963
406,2412,17.0,16.199999999999932,J,-1.9743042,-0.15169139
407,12288,17.0,19.5,J,-1.1962587,-0.36235055
408,5002,24.0,20.3,F,-0.42927477,-1.0606891
409,4790,-3.0,-5.2,F,-0.6158865,-0.7806537
410,7411,30.0,25.16,J,-0.9007849,-0.5248684
411,2418,30.0,30.200000000000003,J,-1.1047562,-0.407072
412,7580,28.0,28.0,J,-1.0293248,-0.44551012
413,13735,18.0,13.80000000000003,J,-0.86933666,-0.5473933
414,1286,-5.0,-6.18,J,-1.2055141,-0.3587561
415,13498,-4.9,5.599999999999998,F,-0.63561434,-0.75837904
416,5341,22.64,26.0,F,-0.5715743,-0.8369541
417,11534,9.0,9.5,F,-0.6281779,-0.76780725
418,9010,7.800000000000001,9.5,F,-0.43364733,-1.0505105
419,3218,22.0,22.75,J,-1.73122,-0.19640915
420,176,-10.199999999999985,-10.0,J,-0.74797404,-0.64504385
421,7810,-3.21,-15.199999999999985,J,-2.0226572,-0.1435222
422,10616,28.0,26.0,J,-0.8447175,-0.5667729
423,10359,1.0,5.0,F,-0.54469687,-0.8725644
424,913,-9.0,-13.91,J,-1.0371555,-0.44056445
425,13823,18.0,22.0,J,-1.3384285,-0.30650342
426,10058,9.0,11.6,J,-1.5723418,-0.23519118
427,584,2.0,-9.900000000000002,J,-1.2289791,-0.34900868
428,3393,17.0,12.5,J,-0.9894235,-0.46795258
429,5069,11.0,9.5,F,-0.39351612,-1.1320901
430,6226,10.0,9.4,F,-0.20892364,-1.6860964
431,2035,22.0,19.0,J,-1.7938,-0.18395202
432,12707,4.0,-3.0000000000000018,J,-1.0017625,-0.46148396
433,2810,25.0,27.0,F,-0.16572857,-1.8932713
434,11179,25.8,31.560000000000002,J,-1.4519328,-0.26885313
435,12833,23.0,25.899999999999988,J,-1.4260163,-0.27800697
436,3215,20.0,15.599999999999962,J,-1.0425681,-0.4389533
437,8166,-2.0,-2.75,J,-1.1366453,-0.3892982
438,8033,27.0,21.87,J,-0.9602677,-0.4874177
