,task,valueA,valueB,action,logprobA,logprobB
147,12411,20.0,18.839999999999996,J,-1.5126538,-0.36132872
148,8359,26.0,33.0,J,-1.472778,-0.32881606
149,11344,2.1,-2.9499999999999997,J,-2.0119686,-0.22191821
150,2219,13.0,14.600000000000009,J,-2.0761168,-0.1702998
151,12154,17.25,21.6,J,-2.1314068,-0.16392517
152,11613,23.000000000000004,20.6,J,-2.1455545,-0.21128161
153,7872,30.0,33.5,J,-2.2034714,-0.15934008
154,2816,7.02,17.8,J,-2.2997022,-0.13330114
155,7412,24.0,25.200000000000003,J,-1.8913568,-0.25414306
156,2064,-8.0,2.9000000000000252,J,-2.008509,-0.17827268
157,4577,4.200000000000001,-1.8000000000000007,J,-2.4343653,-0.15728001
158,3567,-8.04,-8.0,J,-2.375145,-0.12691002
159,12124,18.6,16.399999999999995,J,-2.0585372,-0.17755881
160,12663,2.0,-1.25,J,-1.8443244,-0.21025291
161,13942,2.0,-6.18,J,-2.099714,-0.16238478
162,10982,-5.25,-11.6,J,-1.9216199,-0.20340595
163,6736,11.0,12.0,J,-1.2904752,-0.42005575
164,12887,9.2,11.50000000000001,J,-1.9194839,-0.2016924
165,11194,26.0,23.38,J,-2.0379512,-0.2218464
166,388,-7.000000000000001,-9.01,J,-1.9028534,-0.19555138
167,2903,2.0,2.0,J,-1.9306052,-0.19058724
168,6731,3.92,-10.200000000000001,J,-2.0831153,-0.21839038
169,402,23.05,20.550000000000004,J,-1.6135322,-0.33360595
170,1608,20.0,13.8,J,-1.9980065,-0.1815641
171,1060,10.0,6.73,J,-2.02005,-0.16764657
172,10975,27.0,17.0,J,-1.6748935,-0.2466005
173,4627,6.200000000000002,3.1999999999999993,J,-1.6620346,-0.25261927
174,6056,2.0,5.26,J,-2.1949956,-0.14855361
175,12473,17.200000000000003,17.800000000000004,J,-1.9449096,-0.24459498
176,81,7.3999999999999995,2.0,J,-1.8205978,-0.21372129
177,12623,18.8,18.25,J,-2.0065808,-0.2352807
178,2355,10.65,11.499999999999865,J,-1.8974806,-0.1980294
179,3630,22.0,16.799999999999986,J,-1.988809,-0.19794977
180,10449,26.0,26.5,J,-1.1333576,-0.50676894
181,13057,15.0,22.400000000000002,J,-1.8258461,-0.21451606
182,7988,4.0,0.0,J,-2.2665787,-0.17340665
183,3677,8.000000000000002,-4.880000000000001,J,-1.4219127,-0.31799653
184,13278,1.8000000000000007,8.499999999999897,J,-1.8146503,-0.2170808
185,12316,-8.0,-1.199999999999998,J,-1.9373379,-0.18783653
186,7400,26.0,20.099999999999973,J,-1.8224698,-0.2415744
187,13692,0.15000000000000013,-5.800000000000015,J,-2.0597703,-0.19475806
188,14253,28.0,24.8,J,-1.763871,-0.2701442
189,3790,15.0,17.0,J,-2.4599044,-0.16628632
190,13900,18.800000000000004,20.6,J,-2.016962,-0.24364376
191,34,2.0,4.75,J,-1.7913568,-0.23422785
192,8347,24.0,25.200000000000003,J,-2.0383139,-0.17897233
193,8969,-8.0,-5.0000000000000036,J,-1.7178112,-0.28509295
194,7532,23.0,31.25,J,-1.3008751,-0.44279045
195,8695,12.0,9.65,J,-1.5542964,-0.28943512
196,7584,5.0,11.6,J,-1.3231434,-0.41142687
197,12010,12.0,14.099999999999998,J,-1.326216,-0.39842907
198,327,3.0,3.0,J,-2.2829099,-0.14735559
199,11908,25.1,24.800000000000004,J,-1.8423105,-0.21890801
200,2794,-2.0,-8.25,J,-2.4239085,-0.15729654
201,9084,16.200000000000003,22.67,J,-1.9735025,-0.2521404
202,12860,20.0,12.92,J,-1.2474607,-0.4966138
203,13038,27.199999999999996,30.000000000000004,J,-2.0344074,-0.17314412
204,2429,10.0,6.5,J,-1.8335572,-0.2438794
205,10865,1.0,0.9,J,-1.9786521,-0.1828588
206,1297,1.800000000000018,2.0,J,-1.9259168,-0.26271155
207,3461,18.0,15.000000000000005,J,-2.058713,-0.2188118
208,4779,17.0,11.25,J,-1.846657,-0.20689708
209,9774,3.0,5.1,J,-1.3805125,-0.3668234
210,3851,27.0,19.200000000000003,J,-2.0357344,-0.18074067
211,5612,28.0,27.5,J,-1.7195032,-0.277436
212,4772,26.0,22.200000000000024,J,-2.2230222,-0.18871188
213,14406,7.0,8.950000000000001,J,-2.132368,-0.15783682
214,8757,19.0,21.50000000000001,J,-1.8681058,-0.20252308
215,1161,13.200000000000001,14.0,J,-1.8543915,-0.21325722
216,9786,-8.0,-9.25,J,-2.0054123,-0.17879443
217,3798,-2.0,-2.0,J,-1.9174654,-0.20189887
218,7258,17.0,17.5,J,-2.0312433,-0.17265627
219,10899,2.0,-1.5,J,-2.1599767,-0.15680487
220,4125,18.75,26.85,J,-1.9693449,-0.2366541
221,459,14.0,10.5,J,-1.847429,-0.22227657
222,6635,10.0,6.200000000000001,J,-2.118328,-0.15625665
223,7784,9.0,4.65,J,-1.6951016,-0.30880257
224,2087,22.0,28.250000000000004,J,-2.083606,-0.17648816
225,13470,28.0,28.27,J,-1.9821494,-0.186804
226,6657,18.200000000000003,22.25,J,-1.8798658,-0.20970562
227,12165,3.0,-5.5,J,-2.282509,-0.18625575
228,11287,7.0,2.0,J,-2.058706,-0.17139523
229,5018,14.0,8.500000000000004,J,-2.0707188,-0.17755716
230,1004,7.199999999999997,-1.8000000000000256,J,-1.993514,-0.21698254
231,14011,12.0,1.13,J,-1.8458256,-0.30238962
232,525,13.99,2.25,J,-2.2133086,-0.15111275
233,12677,5.0,0.4999999999999616,J,-1.8537993,-0.22506478
234,1844,-3.200000000000003,-2.6000000000000427,J,-1.8191034,-0.24642195
235,11267,11.8,7.5,J,-2.1750958,-0.20695059
236,2499,4.0,-0.4000000000000003,J,-1.9538277,-0.19079764
237,8302,-2.0,-6.0,J,-1.8295197,-0.20652057
238,6196,12.0,15.599999999999996,J,-1.821314,-0.21256937
239,9227,8.200000000000015,7.199999999999999,J,-1.4841145,-0.30203915
240,648,0.0,-6.5,J,-1.7640246,-0.23987663
241,10424,-4.0,-8.4,J,-1.9659697,-0.18509272
242,2439,1.25,0.5,J,-2.0731454,-0.17065187
243,292,9.0,18.7,J,-2.0189009,-0.23958582
244,10317,4.0,5.800000000000001,J,-2.0189629,-0.23111251
245,2165,23.0,22.800000000000004,J,-1.978488,-0.18430258
246,11699,24.400000000000027,25.2,J,-2.022326,-0.17940393
247,11215,20.0,13.399999999999999,J,-1.6990429,-0.24290521
248,7130,18.0,16.71,J,-1.7231656,-0.32622918
249,2147,-2.7,2.5,J,-2.192275,-0.19436373
250,12389,8.0,10.8,J,-2.0166655,-0.24826345
251,11174,2.3000000000000007,15.900000000000032,J,-1.833797,-0.20873612
252,10709,12.200000000000001,4.4,J,-2.124323,-0.1998673
253,1329,26.0,28.6,J,-1.9701345,-0.19095981
254,8312,-8.199999999999967,-1.83,J,-1.9172431,-0.19306771
255,13462,27.0,22.899999999999956,J,-1.8951999,-0.20512015
256,291,26.0,25.400000000000006,J,-2.0988283,-0.17145084
257,205,22.0,17.6,J,-2.2471778,-0.20695668
258,11181,-6.0,7.38,J,-2.0891976,-0.20474388
259,6703,-2.7999999999999634,-3.0,J,-2.289521,-0.17165259
260,9712,12.0,8.700000000000012,J,-2.235874,-0.17738442
261,6365,28.0,27.150000000000002,J,-1.2375306,-0.48121625
262,11350,21.0,22.200000000000003,J,-1.9764057,-0.2409177
263,5694,15.0,5.800000000000001,J,-1.967086,-0.19081596
264,11070,24.0,30.67,J,-1.9171202,-0.24523939
265,4036,16.0,25.090000000000003,J,-1.4817216,-0.3795382
266,2121,5.000000000000044,8.6,J,-1.8619063,-0.20929743
267,9977,-1.0000000000000009,-4.999999999999986,J,-1.9060829,-0.20948482
268,4508,18.0,18.750000000000004,J,-1.8234923,-0.26423192
269,11574,2.0,-4.0,J,-2.0559886,-0.17504899
270,7344,14.000000000000028,14.0,J,-2.077954,-0.18279424
271,726,-2.0,-11.0,J,-2.4034781,-0.16577676
272,13007,2.0,1.8,J,-1.5782441,-0.3254917
273,234,-6.0,1.94,J,-2.076184,-0.16344427
274,3753,21.000000000000004,21.2,J,-1.5087761,-0.3291066
275,3224,23.200000000000003,16.999999999999996,J,-1.7668844,-0.29820204
276,4588,22.2,21.41,J,-1.9379976,-0.2572859
277,12695,14.699999999999989,14.4,J,-1.7202572,-0.33189732
278,12230,-1.4,-3.0,J,-2.2875078,-0.1929968
279,2847,28.000000000000004,22.25,J,-1.7153524,-0.2912564
280,4454,1.0,2.25,J,-1.7962496,-0.24568973
281,11873,8.799999999999999,13.100000000000005,J,-1.63398,-0.2674964
282,13125,20.000000000000004,22.800000000000004,J,-2.4613402,-0.15074663
283,11950,26.950000000000003,26.19999999999993,J,-2.0063326,-0.22373341
284,3654,29.0,30.699999999999957,J,-1.6674114,-0.29768908
285,6557,2.0,1.0,J,-2.2943046,-0.17754918
286,10339,-5.4,-6.0,J,-1.9325521,-0.20046873
287,14356,12.0,10.2,J,-1.4947248,-0.30146077
288,4245,10.0,1.05,J,-2.1574047,-0.15268481
289,10314,0.0,0.0,J,-1.9436152,-0.18953535
290,883,28.800000000000004,22.0,J,-2.2879622,-0.18929793
291,3984,28.0,29.500000000000004,J,-1.8934648,-0.2746541
292,1460,18.85,26.700000000000003,J,-2.0806077,-0.17078988
293,2745,-9.0,-8.850000000000001,J,-1.8883145,-0.20312153
294,1943,-1.0,-9.780000000000001,J,-1.7537225,-0.25445122
295,2733,5.17,3.1,J,-2.111723,-0.16688937
296,7087,23.800000000000004,24.0,J,-2.334897,-0.14402686
297,8271,-2.8000000000000003,-0.20000000000000018,J,-2.1534057,-0.2100836
298,10586,-9.0,3.1,J,-1.8474438,-0.20899217
299,7048,6.0,1.0,J,-2.0049076,-0.17772765
300,6210,-10.0,-20.6,J,-1.6735961,-0.23910211
301,13843,24.0,33.4,J,-1.8463153,-0.20375526
302,12103,20.000000000000004,12.400000000000002,J,-2.0420215,-0.1786871
303,7967,24.0,28.799999999999986,J,-1.7802705,-0.2237003
304,11405,21.0,14.8,J,-1.8393735,-0.27909467
305,5070,20.75,21.0,J,-1.6210308,-0.25916293
306,1760,26.0,24.400000000000002,J,-1.6596148,-0.25556207
307,9847,6.0,4.2,J,-1.7920617,-0.21752632
308,7113,12.0,15.799999999999995,J,-1.4526286,-0.36472362
309,9448,0.0,0.0,J,-1.9202937,-0.20323269
310,1994,27.0,22.5,J,-2.1069736,-0.19779415
311,757,23.0,22.5,J,-1.9552534,-0.18867306
312,3348,21.0,16.600000000000005,J,-2.1737244,-0.20619126
313,6389,20.0,15.200000000000001,J,-1.5650058,-0.37022072
314,2784,22.0,20.890000000000004,J,-1.5429928,-0.28440982
315,9388,25.0,24.0,J,-1.7267066,-0.22780912
316,393,2.0,-0.5999999999999996,J,-2.0895958,-0.16839044
317,9193,-5.0,-8.881784197001252e-16,J,-2.4282649,-0.16684267
318,11869,16.0,14.0,J,-1.7507288,-0.23416352
319,3277,17.0,12.0,J,-2.168326,-0.19390154
320,6241,1.0,-4.75,J,-2.025054,-0.21135156
321,11901,29.3,29.5,J,-1.7951522,-0.2789646
322,3985,28.0,29.500000000000004,J,-2.322505,-0.1469497
323,10320,20.0,15.399999999999812,J,-1.2617587,-0.43169582
324,8555,-2.0,2.6500000000000004,J,-1.8705125,-0.2333867
325,12539,-3.0,-1.4,J,-1.7703317,-0.22137387
326,9992,-3.0,-5.0,J,-1.948656,-0.19026269
327,11942,19.0,19.0,J,-1.9529586,-0.19021374
328,1698,-2.27,-0.94,J,-2.0798285,-0.20278864
329,7,-6.0,0.8000000000000003,J,-1.9875766,-0.18050116
330,3988,3.0,0.39999999999999947,J,-2.1144235,-0.16701213
331,14050,14.0,15.0,J,-2.2549784,-0.17701736
332,3363,24.0,28.6,J,-1.8328631,-0.20546179
333,7966,9.0,9.2,J,-1.768068,-0.30404165
334,3954,-4.75,-2.799999999999974,J,-2.3530064,-0.17395295
335,2661,13.000000000000002,9.4,J,-1.6258005,-0.3120446
336,921,20.0,26.400000000000006,J,-1.8589082,-0.20742661
337,13377,1.0,-4.5,J,-2.329584,-0.17030312
338,4438,27.0,21.900000000000016,J,-2.0338573,-0.21496677
339,4566,-7.0,-17.330000000000002,J,-1.9860634,-0.17888872
340,5289,29.0,35.400000000000006,J,-1.9962419,-0.18829297
341,10031,21.0,21.799999999999997,J,-1.7231785,-0.30696252
342,10697,-2.0,-3.7,J,-1.9947499,-0.18001458
343,9024,27.0,29.800000000000033,J,-2.1788461,-0.1887337
344,8052,4.0,-1.13,J,-2.0394337,-0.17962019
345,8157,-7.4,-9.610000000000001,J,-1.4791143,-0.29976636
346,10996,-4.899999999999969,-5.4,J,-2.2287478,-0.16892779
347,11371,20.0,16.200000000000003,J,-2.3432298,-0.17024744
348,3464,0.19999999999999996,3.0,J,-1.8901539,-0.19630143
349,9097,-9.0,-11.5,J,-2.202347,-0.19222486
350,14187,0.0,3.3999999999999986,J,-2.5070338,-0.14874315
351,279,15.25,12.0,J,-2.0424736,-0.17876527
352,7825,0.6000000000000005,-2.4000000000000004,J,-1.624922,-0.25577366
353,11567,-6.0,-8.8,J,-2.4413283,-0.1559585
354,6682,-8.9,-5.0,J,-1.830383,-0.21201573
355,11391,5.0,13.800000000000002,J,-1.8636225,-0.24420539
356,5469,2.0,1.200000000000002,J,-2.2506986,-0.1978248
357,4871,9.0,6.599999999999911,J,-1.1007757,-0.5468836
358,7116,30.0,39.49,J,-2.0514522,-0.17356071
359,13197,-0.30000000000000004,0.5,J,-2.2038214,-0.20260644
360,1934,5.0,11.6,J,-2.4234352,-0.16255966
361,11991,22.0,20.85,J,-1.6569942,-0.26019517
362,2707,4.0,-6.999999999999989,J,-2.145951,-0.2056158
363,6854,3.0,5.200000000000034,J,-2.1949458,-0.20008533
364,4596,24.0,32.59999999999987,J,-1.3757901,-0.41801026
365,12636,16.0,16.599999999999994,J,-2.3684285,-0.17938545
366,45,27.0,17.5,J,-1.8099245,-0.27043387
367,13339,27.0,32.25,J,-1.2987089,-0.429203
368,11933,25.25,26.2,J,-2.0178778,-0.20956449
369,14414,9.450000000000001,13.4,J,-2.075494,-0.17367283
370,13617,18.0,10.8,J,-2.0043514,-0.18396357
371,9971,14.0,11.6,J,-1.6981447,-0.3407305
372,5432,27.0,31.7,J,-1.9508626,-0.23961045
373,4611,0.0,6.5,J,-2.0990486,-0.21857741
374,10856,-6.0,6.699999999999997,J,-1.4995085,-0.3607308
375,11203,17.0,9.200000000000001,J,-2.112334,-0.21700557
376,11320,-1.0999999999999996,-6.400000000000002,J,-2.4594567,-0.16283536
377,11552,-5.0,-8.45,J,-2.454392,-0.15226898
378,10836,9.05,16.0,J,-1.6665499,-0.31817758
379,274,25.0,19.0,J,-1.793364,-0.28572318
380,1794,14.0,11.250000000000002,J,-2.1607018,-0.16131899
381,9994,12.8,18.0,J,-2.2427485,-0.1862233
382,8428,5.0,9.5,J,-2.2896006,-0.17763063
383,9534,-4.0,-1.4000000000000004,J,-1.9427199,-0.19095857
384,8761,25.800000000000008,31.460000000000004,J,-1.6432313,-0.26592934
385,11149,22.0,27.400000000000002,J,-2.2191494,-0.19880094
386,6114,9.000000000000002,11.85,J,-1.8536063,-0.21792431
387,4451,14.0,10.9,J,-2.1999042,-0.1595324
388,8496,7.0,8.200000000000008,J,-1.9019837,-0.1942699
389,13001,13.0,14.8,J,-2.3619637,-0.1829124
390,3746,-8.7,-7.799999999999999,J,-1.9226428,-0.20481227
391,7881,-6.0,-11.999999999999988,J,-1.6053218,-0.27365857
392,10946,30.0,29.400000000000016,J,-1.8010522,-0.21653591
393,895,-7.0,-3.5000000000000004,J,-2.0947657,-0.20356491
394,13531,20.0,21.299999999999965,J,-1.422571,-0.3811472
395,9384,19.0,13.999999999999924,J,-1.501966,-0.30333486
396,2964,-6.0,-9.72,J,-2.3462596,-0.16553739
397,2457,-10.200000000000001,-10.0,J,-1.8023502,-0.21267246
398,10084,19.0,9.419999999999998,J,-1.9029539,-0.21271108
399,5220,13.0,15.20000000000002,J,-2.01055,-0.18036631
400,4815,17.0,6.050000000000001,J,-1.7304465,-0.29213575
401,9891,15.0,17.6,J,-2.137413,-0.16297075
402,14139,22.0,28.060000000000002,J,-1.4738266,-0.41032913
403,3777,23.25,27.000000000000007,J,-1.8643144,-0.20753436
404,12717,10.0,-2.5,J,-2.314078,-0.17036511
405,3827,21.0,16.25,J,-2.1477966,-0.1895352
406,6576,30.0,34.75,J,-2.1070447,-0.16718148
407,3254,19.75,15.0,J,-1.8039005,-0.28096458
408,3943,12.0,14.0,J,-2.1734312,-0.20619667
409,2302,-10.0,-10.100000000000001,J,-1.8460697,-0.21010627
410,10370,19.200000000000028,12.100000000000001,J,-1.8573803,-0.2166935
411,9732,-6.0,-6.9,J,-1.9943261,-0.1854283
412,7524,-6.7,-0.39999999999999925,J,-1.5997835,-0.25681376
413,8881,-7.0,0.3000000000000058,J,-1.819359,-0.20725265
414,2856,1.0,0.5999999999999979,J,-2.1924667,-0.15474619
415,9408,27.25,25.200000000000003,J,-2.2668061,-0.14694265
416,9374,1.0,7.0,J,-1.7771459,-0.25433883
417,6958,17.900000000000002,21.24,J,-1.9739059,-0.23977019
418,1967,13.000000000000002,14.39,J,-1.8665514,-0.21490662
419,13431,9.0,9.0,J,-1.3710481,-0.397028
420,7483,-2.2,8.75,J,-2.014929,-0.19325398
421,3352,26.0,20.490000000000002,J,-2.2364984,-0.15574697
422,12247,-0.20000000000000284,4.4,J,-1.9040815,-0.25124848
423,12941,6.25,2.5,J,-1.3553607,-0.37744877
424,2551,27.0,26.0,J,-1.8072815,-0.2289268
425,9192,10.0,3.200000000000001,J,-2.0449421,-0.19742145
426,10909,27.0,31.75,J,-1.9647378,-0.1996201
427,9048,2.8,-3.5,J,-2.4292085,-0.15687229
428,10627,12.0,20.7,J,-1.7200876,-0.23747325
429,1142,27.0,30.2,J,-2.0099301,-0.179547
430,13863,-0.39999999999999947,-8.68,J,-1.9339759,-0.19556037
431,2863,4.0,14.5,J,-2.4064505,-0.16338664
432,3470,30.0,35.999999999999964,J,-1.8849226,-0.20319237
433,8684,-2.0,1.0,J,-1.9549742,-0.19370568
434,14558,9.3,0.5,J,-1.4291048,-0.3544968
435,3859,15.0,12.599999999999923,J,-1.46122,-0.36458135
436,7899,19.0,26.400000000000002,J,-2.0375595,-0.23876469
437,2213,-8.0,-10.599999999999998,J,-1.7895874,-0.21387327
438,3150,4.0000000000000195,8.200000000000035,J,-1.7361014,-0.2341208
439,3210,13.999999999999986,12.25,J,-2.219389,-0.22602455
