,task,valueA,valueB,action,logprobA,logprobB
33,33,21.0,27.35,J,-2.2424412,-0.11384685
34,34,2.0,4.75,F,-0.41610032,-1.0841082
35,35,2.0,4.75,F,-0.41627023,-1.0837536
36,36,-9.899999999999974,-14.0,F,-0.31602415,-1.3111796
37,37,-9.899999999999974,-14.0,J,-0.7442901,-0.6470411
38,38,22.0,22.5,J,-0.761494,-0.6360857
39,39,1.0,4.799999999999999,J,-1.5280919,-0.24705938
40,40,18.0,17.75,F,-0.59441894,-0.8074936
41,41,18.0,23.2,F,-0.6238458,-0.7728156
42,42,4.3,0.999999999999998,F,-0.61529064,-0.78195673
43,43,4.3,0.999999999999998,F,-0.61529064,-0.78195673
44,44,27.0,17.5,F,-0.3310071,-1.2732412
45,45,27.0,17.5,F,-0.67029446,-0.7226111
46,46,9.0,11.8,J,-1.7773468,-0.1869613
47,47,9.0,11.8,J,-1.6878192,-0.20613568
48,48,-1.0,0.6000000000000005,J,-1.2541953,-0.33797467
49,49,-9.0,-12.0,F,-0.40630326,-1.1021497
50,50,-8.0,-4.5,J,-1.76582,-0.18941167
51,51,-10.0,-15.8,J,-2.2704902,-0.11054644
52,52,-10.0,-15.8,J,-2.247402,-0.1132676
53,53,-8.0,-7.799999999999957,F,-0.6850645,-0.7054998
54,54,13.0,19.0,J,-0.81653976,-0.58766836
55,55,2.0,-2.6000000000000023,J,-1.2652464,-0.33448893
56,56,-5.08,-5.75,J,-0.8475018,-0.56285006
57,57,-1.0,-3.4000000000000004,J,-1.5097739,-0.2516104
58,58,-1.0,-3.4000000000000004,J,-1.5097755,-0.2516101
59,59,-10.0,-19.5,F,-0.6119386,-0.7853844
60,60,30.0,29.800000000000004,J,-1.6760844,-0.21073338
61,61,30.0,29.800000000000004,F,-0.6040548,-0.79600465
62,62,17.78,23.5,F,-0.12579942,-2.1525023
63,63,-9.0,-15.31,J,-0.83195466,-0.5750853
64,64,11.05,16.999999999999982,J,-0.71388084,-0.6777223
65,65,-5.0,-5.0,J,-1.5699675,-0.23522972
66,66,-2.0,-7.099999999999966,J,-0.81185377,-0.5914253
67,67,-9.0,-6.0,J,-1.2590122,-0.33652592
68,68,14.200000000000003,12.350000000000001,J,-1.8023789,-0.18265672
69,69,-2.999999999999999,3.3,J,-1.9721156,-0.15150079
70,70,-2.999999999999999,3.3,J,-1.9653027,-0.1526101
71,71,5.0,8.0,J,-1.1615704,-0.3786715
72,72,5.0,8.0,J,-1.1635308,-0.3777612
73,73,7.2,7.75,J,-0.8086017,-0.59342796
74,74,18.0,14.5,F,-0.51964164,-0.9096525
75,75,15.0,10.75,J,-1.047814,-0.43588614
76,76,15.0,10.75,J,-0.851191,-0.5608401
77,77,9.200000000000001,16.0,J,-0.81206405,-0.59203225
78,78,1.0,11.39999999999998,J,-0.9278353,-0.5061511
79,79,14.0,18.200000000000003,F,-0.61394715,-0.7855771
80,80,7.3999999999999995,2.0,F,-0.2969644,-1.367192
81,81,7.3999999999999995,2.0,J,-1.0172477,-0.4519306
82,82,26.0,24.95,J,-1.1697941,-0.37551013
83,83,15.35,14.200000000000003,F,-0.18286608,-1.8022555
84,84,15.35,14.200000000000003,F,-0.17802389,-1.8270307
85,85,10.100000000000001,11.75,F,-0.49299547,-0.94878215
86,86,22.0,22.0,J,-3.2850068,-0.041504182
87,87,22.0,22.0,J,-2.8365088,-0.061470192
88,88,11.0,8.899999999999983,F,-0.225171,-1.6157655
89,89,18.0,16.000000000000018,J,-0.9158961,-0.51532245
90,90,24.0,22.0,F,-0.14025295,-2.054161
91,91,5.01,17.2,F,-0.5761266,-0.83159494
92,92,-3.2,-6.199999999999999,F,-0.6709285,-0.72040224
93,93,17.0,11.6,J,-0.76409763,-0.63084644
94,94,8.8,13.5,F,-0.5844328,-0.8195611
95,95,8.8,13.5,F,-0.59923786,-0.8011355
96,96,0.7999999999999998,4.600000000000005,J,-3.6602962,-0.027059427
97,97,13.0,11.75,F,-0.45269027,-1.0157653
98,98,13.0,11.569999999999999,J,-0.73908633,-0.65454787
99,99,13.0,11.569999999999999,J,-0.72821957,-0.6647191
100,100,11.0,6.450000000000001,F,-0.63400483,-0.76216906
101,101,6.0,12.5,J,-1.2796361,-0.32866827
102,102,22.0,18.400000000000002,F,-0.36750156,-1.1873888
103,103,23.0,22.800000000000004,F,-0.6360705,-0.7591823
104,104,-9.0,-2.15,J,-1.1712841,-0.37362805
105,105,27.0,21.5,F,-0.20373268,-1.7015516
106,106,17.0,10.199999999999994,J,-0.88871753,-0.5342586
107,107,-2.0,5.200000000000051,J,-2.2614138,-0.11143311
108,108,20.0,23.200000000000003,J,-0.7943122,-0.60666245
109,109,11.0,9.5,F,-0.58523995,-0.8208022
110,110,28.25,17.2,J,-0.96715707,-0.48168153
111,111,-8.32,-8.2,J,-1.0053686,-0.45869958
112,112,14.0,16.0,J,-0.8352974,-0.5733803
113,113,14.0,16.0,F,-0.5314033,-0.8941486
114,114,26.800000000000004,31.900000000000002,F,-0.15894054,-1.9315017
115,115,6.0,5.399999999999998,J,-1.2727308,-0.33163154
116,116,6.0,5.399999999999998,F,-0.40462872,-1.107151
117,117,6.0,5.800000000000001,F,-0.62575394,-0.77086306
118,118,24.0,23.25,J,-0.78603566,-0.6121208
119,119,-8.75,-13.25,J,-1.3765129,-0.2933506
120,120,-8.75,-13.25,J,-1.3816011,-0.291641
121,121,6.0,-1.6,J,-0.74433535,-0.650797
122,122,19.0,18.859999999999964,F,-0.43352288,-1.0528581
123,123,-5.0,2.0000000000000147,J,-2.0408845,-0.14063522
124,124,0.6000000000000001,3.5,F,-0.4584735,-1.0075467
125,125,17.65,20.05,J,-1.4948629,-0.25597706
126,126,16.0,16.75,F,-0.27710336,-1.4299002
127,127,-1.0,-8.700000000000001,J,-1.4748473,-0.26195213
128,128,5.0,8.700000000000003,F,-0.30693367,-1.3444302
129,129,26.0,19.0,F,-0.18923713,-1.7794929
130,130,-8.0,-5.829999999999999,J,-0.93257993,-0.5031204
131,131,18.0,17.599999999999987,J,-2.7828922,-0.06633594
132,132,18.0,17.599999999999987,J,-1.5678734,-0.2358974
133,133,4.12,4.400000000000001,J,-1.1221825,-0.39713353
134,134,18.6,24.25,F,-0.16325085,-1.9029816
135,135,18.6,24.25,F,-0.16325085,-1.9029816
136,136,-2.7199999999999998,0.0,J,-1.1338788,-0.39063948
137,137,5.000000000000046,18.91,F,-0.5117474,-0.91992
138,138,25.200000000000003,16.0,F,-0.6624335,-0.7282724
139,139,25.200000000000003,16.0,J,-1.588012,-0.23064269
140,140,11.0,11.599999999999982,J,-0.92679936,-0.5088517
141,141,11.0,11.599999999999982,J,-0.9145314,-0.5170457
142,142,25.0,29.200000000000024,J,-2.542931,-0.08300631
143,143,25.0,29.200000000000024,J,-2.5123787,-0.08567437
144,144,6.0,2.75,J,-0.96136653,-0.48607612
145,145,6.0,2.75,J,-0.95542383,-0.4898705
146,146,30.0,39.0,J,-1.497535,-0.2553389
147,147,-3.0,1.3,J,-1.4779569,-0.26103595
148,148,14.8,15.0,F,-0.047664534,-3.0907772
149,149,14.8,15.0,F,-0.049506646,-3.053483
150,150,6.0,15.800000000000015,J,-1.418137,-0.2797893
151,151,6.0,15.800000000000015,J,-1.4279859,-0.2766342
152,152,-2.0,5.25,J,-0.71959525,-0.67126113
153,153,-2.0,5.25,J,-1.6581482,-0.21290812
154,154,18.800000000000036,10.600000000000001,F,-0.31984738,-1.3025773
155,155,-2.0,-1.75,J,-0.8080009,-0.5939781
156,156,4.75,5.600000000000001,F,-0.47277364,-0.98224545
157,157,4.75,5.600000000000001,F,-0.4706422,-0.98580086
158,158,29.0,36.75,J,-1.0165834,-0.4529401
159,159,7.0,9.13,J,-0.80960035,-0.59230465
160,160,7.0,9.13,J,-1.4956847,-0.25571263
161,161,1.0,-2.799999999999994,J,-0.7981531,-0.60279864
162,162,8.200000000000001,9.25,J,-0.72663695,-0.6668082
163,163,8.200000000000001,9.25,F,-0.37339735,-1.17277
164,164,-4.0,-2.5,F,-0.58352953,-0.8203554
165,165,30.2,26.0,J,-2.240739,-0.11460049
166,166,4.4,4.0,F,-0.280458,-1.4171385
167,167,4.4,4.0,F,-0.28058803,-1.4167117
168,168,13.200000000000003,14.400000000000002,J,-0.95737165,-0.48833072
169,169,-3.86,-8.25,F,-0.35059616,-1.2251413
170,170,10.0,6.75,F,-0.5588138,-0.8535086
171,171,21.0,23.4,J,-1.418085,-0.28025508
172,172,28.0,24.0,J,-0.9104225,-0.5188916
173,173,-7.0,-9.550000000000002,J,-1.2127994,-0.35537744
174,174,-7.0,-9.550000000000002,F,-0.30337337,-1.3484659
175,175,-10.199999999999985,-10.0,J,-0.8485016,-0.5629429
176,176,-10.199999999999985,-10.0,J,-0.7493257,-0.64379686
177,177,21.0,27.5,J,-1.238161,-0.34501442
178,178,27.0,30.5,F,-0.28603494,-1.4001133
179,179,27.0,30.5,F,-0.4963161,-0.94363505
180,180,22.0,27.450000000000006,F,-0.5155925,-0.9168538
181,181,26.000000000000004,26.0,J,-2.252334,-0.1146902
182,182,15.0,21.75,F,-0.3522889,-1.2222279
183,183,0.0,-3.75,J,-1.0740278,-0.42175084
184,184,8.0,10.599999999999994,J,-2.471271,-0.08991569
185,185,21.000000000000014,17.300000000000004,J,-1.021707,-0.44934034
186,186,21.000000000000014,17.300000000000004,J,-1.0275152,-0.4460487
187,187,-2.0,-3.75,F,-0.63396174,-0.7610199
188,188,11.0,15.5,F,-0.41072643,-1.0958937
189,189,11.0,15.5,J,-1.0130389,-0.45421532
190,190,4.0,8.25,J,-1.2382625,-0.34508923
191,191,22.0,20.599999999999966,F,-0.46706435,-0.99883497
192,192,18.0,23.6,J,-0.80569273,-0.5961314
193,193,25.0,30.500000000000004,J,-0.9777834,-0.47560796
194,194,25.0,34.79999999999998,F,-0.6734163,-0.7179653
195,195,28.0,21.599999999999984,J,-1.1147172,-0.40062585
196,196,26.200000000000003,29.5,F,-0.3260583,-1.2852668
197,197,-3.399999999999975,-3.800000000000001,J,-1.8923911,-0.16490744
198,198,23.0,24.5,F,-0.21064612,-1.6745801
199,199,-4.75,-11.850000000000001,F,-0.64742863,-0.7467118
200,200,0.0,1.400000000000013,J,-0.78437537,-0.6139414
201,201,15.0,6.5,F,-0.12922834,-2.1297154
202,202,27.650000000000002,30.199999999999953,F,-0.6650808,-0.72732234
203,203,27.650000000000002,30.199999999999953,F,-0.3272305,-1.284461
204,204,6.0,1.0,F,-0.49962792,-0.93953884
205,205,22.0,17.6,F,-0.46291164,-1.0005035
206,206,-2.0,-6.799999999999979,F,-0.45216057,-1.0161062
207,207,-1.0,-1.7,J,-1.0792111,-0.4181383
208,208,-2.0,1.4000000000000021,J,-2.462217,-0.09056424
209,209,3.0,7.0,F,-0.25782558,-1.4928939
210,210,-1.8,-2.0,J,-1.3012117,-0.32015446
211,211,27.0,15.5,J,-0.78236455,-0.6160962
212,212,30.0,31.0,J,-1.4039541,-0.28474775
213,213,29.0,29.0,J,-0.9230126,-0.51056945
214,214,-7.0,-4.0,F,-0.6585774,-0.732718
215,215,-7.0,-4.0,F,-0.6673572,-0.723336
216,216,8.75,10.8,F,-0.68739337,-0.7027437
217,217,-7.0,-11.199999999999951,J,-2.1038756,-0.13149682
218,218,-4.0,-6.25,J,-0.74343973,-0.6491071
219,219,23.0,23.0,J,-1.020131,-0.45255074
220,220,21.0,18.999999999999996,J,-0.80811095,-0.5947053
221,221,13.0,13.850000000000001,J,-1.0147662,-0.45469716
222,222,3.0,0.6000000000000449,F,-0.48927823,-0.9567341
223,223,-4.0,-8.75,F,-0.57844067,-0.82701975
224,224,17.0,5.599999999999966,F,-0.45086083,-1.0216398
225,225,21.8,18.599999999999998,J,-1.5145739,-0.2508792
226,226,21.8,18.599999999999998,J,-1.5264894,-0.24752824
227,227,1.0,0.5999999999999996,J,-1.0642303,-0.42659596
228,228,21.0,33.6,F,-0.55534726,-0.8602694
229,229,0.75,7.99999999999996,J,-1.8515807,-0.17221463
230,230,0.75,7.99999999999996,J,-1.8375676,-0.17484978
231,231,17.6,19.0,J,-1.1126812,-0.4035918
232,232,17.6,19.0,J,-1.1188502,-0.4005198
233,233,12.0,20.200000000000003,J,-1.7227029,-0.19902128
234,234,-6.0,1.94,J,-4.2935596,-0.014435117
235,235,11.0,15.3,F,-0.59695804,-0.8053768
236,236,5.0,8.0,F,-0.18271196,-1.8072141
237,237,7.0,17.2,F,-0.2673553,-1.4612058
238,238,2.26,-0.3999999999999999,F,-0.1496519,-1.9885029
239,239,10.0,7.0,F,-0.27203807,-1.4469706
240,240,10.0,7.0,F,-0.67097497,-0.7204372
241,241,18.49,31.9999999999999,F,-0.44191012,-1.0368294
242,242,-4.199999999999999,-10.2,J,-2.0544415,-0.13862346
243,243,12.0,17.0,F,-0.48607677,-0.9607005
244,244,24.0,21.39999999999991,J,-0.7587601,-0.63652384
245,245,24.0,21.39999999999991,J,-0.7700711,-0.6266003
246,246,15.99999999999999,13.999999999999943,F,-0.61208594,-0.7867495
247,247,18.0,19.900000000000027,J,-1.6224747,-0.22180168
248,248,-3.0,-7.0,F,-0.28654945,-1.3969438
249,249,-2.0,-3.600000000000014,J,-0.7159579,-0.67475444
250,250,13.750000000000002,6.750000000000001,J,-1.4395298,-0.2732375
251,251,13.750000000000002,6.750000000000001,F,-0.108863555,-2.2846887
252,252,10.25,14.800000000000015,J,-2.7604384,-0.06633148
253,253,-7.200000000000001,4.26,J,-1.709143,-0.20175023
254,254,21.0,21.0,J,-1.2646368,-0.33490637
255,255,1.8000000000000007,0.75,F,-0.25271088,-1.505568
256,256,16.0,13.2,F,-0.5978859,-0.8043526
257,257,21.800000000000004,31.6,F,-0.14614722,-2.0102773
258,258,12.600000000000001,18.599999999999937,J,-0.74931216,-0.6471088
259,259,8.0,3.6799999999999997,F,-0.6369117,-0.7579292
260,260,25.8,25.400000000000002,F,-0.25320584,-1.5050619
261,261,25.0,28.99999999999993,J,-1.1301204,-0.39391157
262,262,18.0,12.999999999999945,F,-0.43838468,-1.0437238
263,263,24.0,22.05,F,-0.5643891,-0.8475761
264,264,24.0,22.05,F,-0.56057954,-0.8526013
265,265,2.000000000000034,16.200000000000003,F,-0.13902621,-2.0556102
266,266,12.0,2.7,J,-1.0032358,-0.46002096
267,267,-10.0,-6.6,F,-0.50034094,-0.93716955
268,268,-9.8,-10.0,J,-1.5716612,-0.23463951
269,269,-9.0,-9.05,J,-1.0142093,-0.4537407
270,270,-9.0,-9.05,J,-1.0267515,-0.44665253
271,271,-8.25,-5.299999999999999,J,-0.98637486,-0.47004697
272,272,12.000000000000002,12.0,F,-0.46473223,-0.9956093
273,273,-1.0,2.7,J,-2.3324199,-0.103303544
274,274,25.0,19.0,F,-0.6562528,-0.73713875
275,275,25.0,19.0,F,-0.67840827,-0.7136608
276,276,6.0,13.0,J,-0.8570992,-0.5557591
277,277,12.0,2.800000000000018,F,-0.67076594,-0.7210169
278,278,14.999999999999996,17.400000000000006,J,-1.219329,-0.3530808
279,279,15.25,12.0,F,-0.0427798,-3.2216012
280,280,26.0,28.099999999999998,F,-0.49328837,-0.94828737
281,281,-1.0,2.25,J,-1.1107473,-0.4023362
282,282,-6.800000000000001,-5.529999999999999,F,-0.6928229,-0.6974378
283,283,2.0,2.0,J,-1.4331357,-0.2748706
284,284,27.000000000000004,25.5,J,-0.89343685,-0.5297055
285,285,27.000000000000004,25.5,J,-0.78141963,-0.6163195
286,286,-1.0,-1.0,J,-1.1050584,-0.4048946
287,287,-1.0,-1.0,J,-1.1050584,-0.4048946
288,288,8.4,14.0,F,-0.28830147,-1.3949528
289,289,4.0,4.199999999999999,J,-0.77850586,-0.6194425
290,290,26.0,25.400000000000006,J,-0.8370323,-0.5725899
291,291,26.0,25.400000000000006,J,-0.8485285,-0.563849
292,292,9.0,18.7,J,-1.5516728,-0.240468
293,293,-6.0,-3.1199999999999997,J,-1.5202157,-0.24872088
294,294,-6.0,-3.1199999999999997,J,-1.1195782,-0.3980301
295,295,14.0,14.400000000000002,J,-0.7025555,-0.68914115
296,296,26.25,31.97,J,-2.8122883,-0.06337962
297,297,16.799999999999994,26.900000000000002,J,-1.1518307,-0.3838835
298,298,16.799999999999994,26.900000000000002,J,-1.1518307,-0.3838835
299,299,19.0,29.0,J,-1.9628156,-0.153233
300,300,16.0,15.599999999999994,J,-1.0063053,-0.45979753
301,301,-1.0,-3.799999999999999,J,-1.6896454,-0.20583327
302,302,7.67,12.25,F,-0.25202596,-1.511184
303,303,7.67,12.25,F,-0.2472191,-1.528448
304,304,-8.800000000000002,-0.6000000000000024,F,-0.17282884,-1.8519377
305,305,4.000000000000001,6.859999999999999,J,-2.579644,-0.080398366
306,306,7.0,7.0,J,-1.1213863,-0.39687216
307,307,23.800000000000004,15.899999999999968,F,-0.278166,-1.4234592
308,308,-1.0,-1.3000000000000003,J,-1.0497296,-0.43334886
309,309,17.0,17.0,J,-2.386809,-0.09924406
310,310,17.0,17.0,J,-1.7466207,-0.19359355
311,311,-10.0,-9.600000000000053,J,-0.7253537,-0.66574717
312,312,1.0,-7.25,F,-0.2651688,-1.4654536
313,313,9.25,9.850000000000001,J,-1.3577454,-0.29956746
314,314,1.5699999999999998,2.7000000000000006,F,-0.3521032,-1.2208977
315,315,7.0,3.6500000000000004,F,-0.17238805,-1.8596258
316,316,15.0,18.399999999999814,F,-0.1477193,-2.0025272
317,317,-2.25,-0.5499999999999998,J,-0.8311476,-0.5753979
318,318,28.0,31.600000000000037,J,-2.0425127,-0.14034438
319,319,6.0,10.0,J,-1.4093751,-0.28272906
320,320,6.0,10.0,F,-0.27918294,-1.4238753
321,321,-0.20000000000000018,-5.600000000000245,F,-0.52931625,-0.8959659
322,322,8.0,5.5,F,-0.21224801,-1.6686993
323,323,8.0,5.5,J,-0.7813836,-0.61557496
324,324,15.35,12.199999999999966,F,-0.26373,-1.4738816
325,325,20.0,20.6,J,-0.97430706,-0.47930148
326,326,3.200000000000001,10.0,F,-0.6196018,-0.7766549
327,327,3.0,3.0,J,-1.6476417,-0.2164787
328,328,3.0,3.0,J,-1.6476417,-0.2164787
329,329,10.8,22.5,F,-0.1303418,-2.1149285
330,330,15.700000000000001,11.0,J,-0.7755663,-0.6215192
331,331,15.700000000000001,11.0,J,-0.7547408,-0.63981915
332,332,-2.0,-3.400000000000001,F,-0.29527384,-1.372221
333,333,10.0,14.2,J,-0.863086,-0.55169225
334,334,10.0,14.2,J,-0.97935754,-0.4750583
335,335,24.0,25.090000000000003,J,-0.7402138,-0.6523373
336,336,5.0,4.5,J,-1.0238363,-0.44853696
337,337,15.0,15.199999999999996,J,-1.0265437,-0.44658208
338,338,15.0,15.199999999999996,J,-1.0265449,-0.44658133
339,339,22.6,21.999999999999993,F,-0.104983956,-2.3200612
340,340,13.75,10.000000000000002,J,-1.3591522,-0.29911077
341,341,0.999999999999999,0.3999999999999987,J,-1.0746733,-0.42062154
342,342,28.82,30.999999999999957,F,-0.2304191,-1.5901316
343,343,28.82,30.999999999999957,F,-0.4854116,-0.96228117
344,344,24.0,23.150000000000002,J,-2.6529355,-0.0757566
345,345,16.0,14.9,J,-2.4767897,-0.08887024
346,346,3.0,11.75,J,-1.7497231,-0.19332854
347,347,23.0,24.599999999999998,F,-0.28052166,-1.4188958
348,348,13.0,4.799999999999911,J,-1.0308385,-0.44475982
349,349,-7.0,-1.3199999999999998,J,-1.2781055,-0.32879323
350,350,22.0,33.800000000000004,J,-1.2120134,-0.357091
351,351,2.0,8.000000000000002,J,-2.742257,-0.06776751
352,352,2.0,8.000000000000002,J,-2.742257,-0.06776751
353,353,9.8,7.099999999999996,J,-1.0914488,-0.4122886
354,354,-9.75,-10.0,J,-1.0372093,-0.44083378
355,355,19.900000000000002,28.0,J,-0.7244828,-0.66833997
356,356,19.900000000000002,28.0,F,-0.3561821,-1.2125341
357,357,19.0,19.0,J,-0.85366076,-0.5595515
358,358,27.399999999999977,26.149999999999995,F,-0.35849965,-1.2076875
359,359,21.0,15.5,F,-0.104025595,-2.3489034
360,360,10.0,6.0,J,-1.0939008,-0.41023174
361,361,26.6,23.400000000000002,J,-0.9921497,-0.46777478
362,362,25.8,21.1,J,-1.7691246,-0.18997723
363,363,5.000000000000001,-1.9999999999999942,J,-1.7608372,-0.19042268
364,364,5.000000000000001,-1.9999999999999942,J,-1.7893307,-0.18458597
365,365,17.56,13.559999999999999,J,-0.76616246,-0.6313997
366,366,15.200000000000003,6.75,J,-2.2040255,-0.11836829
367,367,-8.0,-4.399999999999966,J,-1.4401983,-0.27251366
368,368,18.899999999999984,15.64,J,-3.0522037,-0.049205244
369,369,18.899999999999984,15.64,J,-0.9251899,-0.50813276
370,370,8.0,5.000000000000003,F,-0.28413048,-1.4123243
371,371,-4.999999999999991,-8.200000000000074,F,-0.29596794,-1.3673104
372,372,-1.0,-3.75,J,-1.096048,-0.40952557
373,373,29.0,32.0,F,-0.5390465,-0.87964654
374,374,30.0,37.300000000000004,J,-1.3035212,-0.32032302
375,375,24.0,27.400000000000013,J,-0.98180366,-0.4723184
376,376,8.0,9.97,J,-1.4141227,-0.2812024
377,377,8.0,9.97,J,-1.484878,-0.25941685
378,378,-7.0,-16.8,J,-1.3998407,-0.28535974
379,379,11.0,10.690000000000001,J,-0.6989317,-0.69248766
380,380,11.0,10.690000000000001,F,-0.6075402,-0.7925578
381,381,9.0,7.0,J,-0.7751235,-0.6226749
382,382,2.1,-2.7000000000000006,J,-1.2876558,-0.3256217
383,383,1.0,-10.1,F,-0.65887314,-0.73348373
384,384,1.0,-10.1,F,-0.07051719,-2.7111964
385,385,16.0,19.400000000000002,J,-0.93597364,-0.50247145
386,386,26.0,26.300000000000004,F,-0.67514527,-0.71608937
387,387,-7.000000000000001,-9.01,J,-1.8820052,-0.16684034
388,388,-7.000000000000001,-9.01,F,-0.41111276,-1.0941485
389,389,11.0,5.199999999999999,F,-0.4166329,-1.0847285
390,390,17.25,6.7000000000000055,F,-0.33359006,-1.2674317
391,391,28.25,28.0,J,-1.505932,-0.25444323
392,392,2.0,-0.5999999999999996,J,-1.2594966,-0.33687583
393,393,2.0,-0.5999999999999996,F,-0.21329346,-1.6612715
394,394,8.0,11.5,J,-1.2761201,-0.32975373
395,395,26.80000000000001,35.599999999999994,J,-1.2508495,-0.34016106
396,396,11.0,17.0,J,-0.91556525,-0.5147141
397,397,30.0,21.200000000000003,J,-1.2855834,-0.32599437
398,398,30.0,21.200000000000003,F,-0.63798326,-0.7566127
399,399,7.0,8.79999999999999,J,-1.0268028,-0.44834977
400,400,13.0,13.0,F,-0.34956586,-1.2271676
401,401,5.0,1.5999999999999999,J,-1.1450317,-0.38662395
402,402,23.05,20.550000000000004,J,-1.2940683,-0.3232354
403,403,9.75,16.25,J,-0.7882815,-0.6102276
404,404,11.25,11.84,J,-1.3798584,-0.29208216
405,405,26.000000000000004,36.800000000000004,F,-0.15475897,-1.9529109
406,406,18.0,23.59999999999996,F,-0.5550815,-0.859377
407,407,18.0,23.59999999999996,F,-0.58072925,-0.82557
408,408,-6.200000000000003,-4.25,J,-1.0399718,-0.43900812
409,409,4.0,12.400000000000002,J,-1.2075987,-0.3583774
410,410,-6.0,2.799999999999886,J,-0.8062876,-0.59473974
411,411,27.0,34.800000000000004,F,-0.6836756,-0.7066087
412,412,-7.0,-3.8,J,-1.6651545,-0.21172525
413,413,-7.0,-3.8,J,-1.6487954,-0.21559821
414,414,-6.000000000000002,-4.75,F,-0.36782897,-1.185229
415,415,29.0,28.700000000000003,F,-0.4838273,-0.9650313
416,416,-8.0,-8.0,J,-1.678366,-0.20831709
417,417,20.0,17.6,J,-0.6995106,-0.69159985
418,418,0.20000000000000107,9.25,J,-1.6046326,-0.22635959
419,419,-0.9999999999999707,-4.600000000000001,J,-1.6885699,-0.20614724
420,420,24.95,19.5,F,-0.1431121,-2.0337248
421,421,13.0,13.0,F,-0.6320972,-0.7639818
422,422,10.25,11.0,J,-2.7851272,-0.06595602
423,423,30.0,37.800000000000004,J,-1.0441335,-0.43744588
424,424,18.00000000000001,14.4,J,-1.0795165,-0.41801268
425,425,15.0,15.800000000000002,F,-0.5936047,-0.80961573
426,426,-7.200000000000003,-14.200000000000001,J,-2.7992387,-0.063954
427,427,-6.0,-6.65,J,-0.79866755,-0.6019893
428,428,-6.0,-6.65,J,-0.79866755,-0.6019893
429,429,-0.6499999999999999,-0.25,J,-0.880096,-0.539475
430,430,-0.6499999999999999,-0.25,J,-2.3544028,-0.10093721
431,431,6.35,14.5,F,-0.24717546,-1.5296766
432,432,13.0,16.0,F,-0.304075,-1.3484914
433,433,6.800000000000001,7.0,F,-0.10769982,-2.3150659
434,434,6.2,6.25,J,-0.77612215,-0.6209003
435,435,-1.0,-1.2000000000000028,J,-1.862736,-0.17056781
436,436,11.200000000000001,4.75,J,-0.8178764,-0.58586174
437,437,-3.0,-4.199999999999999,J,-1.0986652,-0.4080821
438,438,1.0,12.2,J,-1.0101725,-0.45659214
439,439,-8.0,-5.00000000000012,J,-1.9231302,-0.15989706
440,440,14.0,13.02,F,-0.6278302,-0.7682894
441,441,-10.0,-7.400000000000002,J,-2.2852106,-0.1086723
442,442,2.0,3.2000000000000006,F,-0.5226007,-0.9043823
443,443,2.0,3.2000000000000006,F,-0.5275894,-0.8972107
444,444,-4.0,0.0,J,-1.4302467,-0.2754883
445,445,-4.0,0.0,J,-1.4302467,-0.2754883
446,446,16.0,12.5,J,-1.0869968,-0.41670868
447,447,-4.0,-5.27,J,-0.82847536,-0.5775808
448,448,-4.0,-5.27,F,-0.65265363,-0.7395363
449,449,18.95,19.000000000000004,J,-0.8187171,-0.58526343
450,450,24.6,30.490000000000002,J,-1.117944,-0.3990203
