,task,valueA,valueB,action,logprobA,logprobB
48,11630,1.0,5.400000000000002,F,-0.20801808,-1.6746777
49,3350,8.000000000000044,3.849999999999988,F,-0.30608618,-1.3465506
50,3251,13.0,13.799999999999999,F,-0.09096505,-2.4479654
51,7711,-7.0,-6.0,J,-0.8287257,-0.5794238
52,4559,-6.0,-8.79999999999997,F,-0.18902685,-1.7756395
53,3989,3.0,0.39999999999999947,F,-0.12615517,-2.1370842
54,12925,29.0,29.0,F,-0.25554305,-1.4946406
55,10492,28.0,33.399999999999935,F,-0.0010273485,-7.0559587
56,11253,0.75,-3.4999999999999827,F,-0.12790813,-2.1730187
57,8688,1.0,2.5000000000000018,J,-0.99240386,-0.47172633
58,8438,-1.0,-0.19999999999999885,J,-0.78400064,-0.61659634
59,9212,-3.0,5.45,F,-0.6174084,-0.78235036
60,8602,16.0,17.0,F,-0.14622587,-2.00195
61,5415,-7.0,-10.4,F,-0.22958632,-1.5869471
62,7480,1.0,2.900000000000007,J,-0.94569093,-0.49870384
63,12442,30.0,26.400000000000006,F,-0.2537342,-1.5146806
64,12499,21.0,9.5,F,-0.00079157815,-7.2481575
65,8030,15.9,18.75,F,-0.69102424,-0.70508134
66,14312,20.0,8.5,F,-0.12205691,-2.1830614
67,10694,16.0,13.0,F,-0.6243656,-0.7807054
68,7314,11.0,9.2,F,-0.14380233,-2.03062
69,11095,-1.0,-2.200000000000003,F,-0.34671646,-1.2303967
70,950,5.0,1.399999999999964,F,-0.018587274,-4.007616
71,10992,-3.0,0.29,F,-0.4972102,-0.9400586
72,3761,20.84,22.0,F,-0.038257185,-3.2942748
73,5015,4.0,-6.6,F,-0.22230382,-1.6154771
74,10841,6.0,9.700000000000001,F,-0.20263702,-1.7007697
75,14188,30.000000000000007,35.6,F,-0.005139583,-5.3229475
76,8630,-3.0,-6.0,F,-0.06221352,-2.8292155
77,7096,-7.0,-8.000000000000036,F,-0.0064129834,-5.099625
78,9619,-8.700000000000001,-8.8,F,-0.34613854,-1.2324015
79,2294,22.12,22.0,F,-0.40922028,-1.0940633
80,12511,26.0,25.75,F,-0.20221178,-1.7095494
81,11462,-5.0,-8.77,F,-0.2474209,-1.5217147
82,8315,25.399999999999984,18.0,F,-0.021625297,-3.9022863
83,10935,-2.0,-4.199999999999999,F,-0.0037063712,-5.6792984
84,206,-2.0,-6.799999999999979,F,-0.2501817,-1.5213836
85,13760,14.0,18.000000000000004,F,-0.34221533,-1.2405461
86,10267,19.200000000000003,19.75,F,-0.34745896,-1.241706
87,11159,17.0,16.400000000000002,F,-0.10538025,-2.3085873
88,2147,-2.7,2.5,J,-0.7922193,-0.6117517
89,14165,18.0,19.000000000000004,F,-0.052929692,-2.9712167
90,13946,24.0,24.0,F,-0.34520185,-1.2415661
91,10242,8.1,15.300000000000042,F,-0.0025600356,-6.0493145
92,11475,9.2,19.400000000000002,F,-0.18151806,-1.8003207
93,10113,-7.399999999999999,-13.069999999999999,F,-0.19563153,-1.7323269
94,5683,-4.0,-4.0,F,-0.20408238,-1.6928442
95,566,12.0,19.7,F,-0.59230155,-0.8149349
96,7782,7.0,10.4,F,-0.009852644,-4.7809153
97,5803,9.0,14.75,F,-0.0573786,-2.9119833
98,3359,16.0,8.2,F,-0.20865315,-1.6729285
99,8668,6.0,14.0,J,-1.9971834,-0.14775723
100,8758,0.600000000000029,-2.5,F,-0.6218562,-0.7875762
101,2896,30.0,28.19999999999999,F,-0.2532563,-1.5193963
102,11112,23.40000000000001,19.25,F,-0.0072636735,-4.9576645
103,103,23.0,22.800000000000004,F,-0.021797128,-3.8552072
104,14179,-0.19999999999999107,-1.73,F,-0.65818906,-0.73996097
105,13791,11.0,9.400000000000002,F,-0.23545657,-1.5652257
106,3050,22.800000000000004,22.950000000000003,F,-0.23171817,-1.6071835
107,3514,-6.0,-8.2,F,-0.20586403,-1.6857301
108,9546,5.600000000000007,12.600000000000001,F,-0.38159978,-1.1509783
109,3687,22.0,28.75,F,-0.0009376754,-7.2678194
110,1945,-1.3999999999999773,5.0,J,-1.2411264,-0.3475183
111,7393,-6.0,-9.5,F,-0.36628446,-1.1927902
112,12996,15.0,18.5,F,-0.6027235,-0.81503814
113,2817,29.399999999999977,31.199999999999918,F,-0.20741744,-1.7049685
114,8604,-3.0,-2.5999999999999996,J,-0.7588875,-0.63951033
115,6407,30.0,28.499999999999954,F,-0.3516334,-1.252934
116,6170,-8.100000000000001,-19.0,J,-0.9882209,-0.47610158
117,721,-3.0,-5.109999999999999,F,-0.27527547,-1.4367286
118,1111,-7.300000000000001,-5.200000000000001,F,-0.21204926,-1.6683958
119,12135,28.0,28.99999999999999,F,-0.0018068337,-6.5575757
120,6653,-5.75,-12.699999999999982,F,-0.46896377,-1.0068132
121,4124,29.0,40.69999999999996,F,-0.22310768,-1.6169655
122,9767,23.0,27.0,F,-0.2009095,-1.7068299
123,5211,3.0,9.4,F,-0.08642648,-2.497296
124,18,6.199999999999999,2.5999999999999996,F,-0.18086922,-1.8245307
125,10278,-9.000000000000002,-9.999999999999998,F,-0.26498583,-1.4677619
126,1168,11.0,13.0,F,-0.017534288,-4.116222
127,4795,15.0,18.30000000000002,F,-0.5805461,-0.8268135
128,8288,6.800000000000041,15.55,F,-0.18284912,-1.8167526
129,13395,27.0,28.800000000000004,F,-0.14687616,-2.0084293
130,8839,27.099999999999998,24.000000000000036,F,-0.111834295,-2.2504184
131,1536,-4.0,-5.999999999999998,F,-0.041225005,-3.2209392
132,12341,11.300000000000031,18.5,F,-0.003978676,-5.918958
133,13871,20.300000000000015,30.400000000000006,F,-0.19798559,-1.7223098
134,13205,12.0,12.8,F,-0.20509379,-1.6882232
135,14086,27.0,20.81,F,-0.39234033,-1.1317126
136,13176,5.199999999999999,11.800000000000008,F,-0.46618003,-0.9982445
137,8767,4.0,-0.999999999999999,F,-0.40341362,-1.1335334
138,10137,2.2,1.4000000000000004,F,-0.59170735,-0.8221303
139,5444,-5.400000000000002,-5.0,F,-0.31693724,-1.3253714
140,7410,-5.0,-4.19,J,-0.85806465,-0.55656624
141,9161,11.0,10.15,F,-0.023747662,-3.7896872
142,4607,18.52,16.650000000000002,F,-0.4263034,-1.0719064
143,12401,2.8000000000000167,1.5,F,-0.006128437,-5.1365776
144,3177,-8.0,-4.8,F,-0.0011955021,-6.8942957
145,7984,-9.0,-9.5,F,-0.45999447,-1.0061008
146,8858,-4.0,2.5000000000000377,F,-0.2894969,-1.387897
147,12730,14.0,12.599999999999994,F,-0.0033835997,-5.774177
148,10888,14.0,18.5,F,-0.52622265,-0.90444034
149,9996,8.0,5.599999999999998,F,-0.033393394,-3.4382794
150,9636,-9.0,-6.5,J,-0.7348091,-0.6625625
151,6051,11.0,12.3,J,-0.69938546,-0.69099116
152,7885,-9.299999999999999,-10.899999999999997,F,-0.0004014111,-8.108432
153,8734,3.0,-6.3500000000000005,F,-0.54962754,-0.8691676
154,326,3.200000000000001,10.0,F,-0.056547545,-2.907778
155,8566,12.0,18.0,F,-0.18136264,-1.8030208
156,4904,30.200000000000003,34.75,F,-0.09992134,-2.38042
157,7699,13.0,13.199999999999951,F,-0.4773898,-0.97936964
158,2292,-10.0,-11.76,F,-0.077855214,-2.60069
159,12949,4.0,-2.75,F,-0.0005887808,-7.594416
160,13913,22.0,26.2,F,-0.011766753,-4.4699707
161,2854,24.0,27.000000000000004,J,-0.7388329,-0.6567043
162,12895,24.0,11.600000000000001,F,-0.16427585,-1.8901917
163,10636,15.0,21.0,F,-0.42879787,-1.0636913
164,1686,-10.0,-12.72,F,-0.037840173,-3.3162062
165,4459,7.0,14.000000000000002,F,-0.088185616,-2.4818776
166,970,-3.799999999999962,-6.209999999999999,F,-0.08209226,-2.5456257
167,3734,26.0,18.05,F,-0.32735437,-1.2912673
168,8475,27.0,33.4,F,-0.15221505,-1.9634312
169,12622,-7.0,-6.76,J,-0.71859324,-0.6734939
170,12853,2.0,4.5,J,-0.7451701,-0.65182054
171,12928,25.0,23.8,F,-0.13333954,-2.0842884
172,9788,15.000000000000002,17.8,F,-0.2007043,-1.7119157
173,6250,1.0,11.8,J,-1.0699663,-0.42660055
174,11169,4.4,5.400000000000002,J,-0.9083282,-0.53003615
175,3959,16.0,21.900000000000002,F,-0.00010736549,-9999.0
176,1253,-9.85,-7.600000000000001,F,-0.22758572,-1.5971403
177,11490,-6.0,-2.5,F,-0.5833081,-0.8247937
178,11622,14.6,10.89,F,-0.4974817,-0.9391645
179,6711,22.0,32.2,F,-0.4944107,-0.95192254
180,1851,15.0,14.4,F,-0.17669113,-1.843422
181,7195,9.25,4.25,F,-0.20520218,-1.6878947
182,11788,11.0,8.5,F,-0.26359218,-1.4708751
183,7130,18.0,16.71,F,-0.061808787,-2.8234549
184,9968,-7.0,-2.5,F,-0.23636757,-1.5621217
185,11458,-4.8000000000000025,-10.000000000000174,F,-0.052733637,-3.0134573
186,7267,-1.25,0.9999999999999997,F,-0.09178773,-2.4718878
187,10645,0.0,9.5,F,-0.0698335,-2.7010875
188,5137,28.200000000000003,16.0,F,-0.18789715,-1.7898602
189,5862,10.0,10.600000000000001,F,-0.15069382,-1.9700679
190,12868,5.0,9.200000000000001,F,-0.0017899344,-6.4971733
191,4482,15.0,24.5,F,-0.6411761,-0.7582129
192,4642,-5.800000000000001,-2.8000000000000003,J,-0.9625,-0.48841125
193,2037,19.900000000000006,24.44,F,-0.22156598,-1.6451728
194,6479,-6.199999999999989,-2.79999999999999,F,-0.05238956,-2.99494
195,3366,-7.0,-12.599999999999973,F,-0.07082853,-2.6964922
196,9712,12.0,8.700000000000012,J,-0.7468591,-0.64653623
197,13488,2.0,2.0,F,-0.2873226,-1.3926866
198,10828,-8.9,-9.0,F,-0.27908963,-1.4285094
199,9339,9.0,10.799999999999999,F,-0.3066522,-1.3414384
200,2391,3.0,9.0,F,-0.3278485,-1.2775518
201,135,18.6,24.25,F,-0.0066222413,-5.063095
202,7765,14.799999999999999,9.2,F,-0.13279438,-2.0880575
203,4125,18.75,26.85,J,-0.7158637,-0.6731277
204,1873,12.0,8.5,F,-0.2187073,-1.6552746
205,3010,25.4,23.79999999999998,F,-0.44998613,-1.0425917
206,14390,23.0,18.750000000000004,F,-0.09592327,-2.4092586
207,10779,28.0,25.699999999999978,J,-0.7748308,-0.62922764
208,14168,-4.0,-11.75,F,-0.66641736,-0.7268956
209,7818,0.0,-4.800000000000049,F,-0.041426897,-3.2117147
210,1986,-3.0,5.25,J,-0.7369976,-0.6568316
211,14223,25.0,21.29999999999991,F,-0.0053761424,-5.339061
212,12030,15.25,13.53,F,-0.22605677,-1.6172044
213,7190,21.0,25.5,F,-0.18250611,-1.7944121
214,9760,-4.200000000000001,-6.2,F,-0.270996,-1.463762
215,14508,26.0,24.069999999999997,F,-0.0010417877,-6.9962945
216,10506,-6.9399999999999995,-6.25,F,-0.16522893,-1.907489
217,4185,26.800000000000004,30.0,F,-0.05782177,-2.9339468
218,9122,-7.43,-14.25,J,-1.3264159,-0.31775644
219,4307,5.200000000000001,4.600000000000001,F,-0.24721093,-1.5216801
220,12466,-10.0,-15.5,J,-0.827935,-0.57961905
221,13266,-8.200000000000001,5.1000000000000005,J,-0.94514537,-0.49696046
222,7937,13.850000000000001,8.400000000000002,F,-0.30950728,-1.3258723
223,7729,18.0,22.200000000000003,F,-0.11577962,-2.2187116
224,5078,7.0,10.5,F,-0.6549836,-0.74264354
225,10835,1.49,-4.699999999999999,F,-0.61467814,-0.798148
226,6339,18.0,16.6,F,-0.18766932,-1.7698207
227,2341,23.800000000000004,22.5,F,-0.12885597,-2.1217778
228,973,6.0,5.0,F,-0.5778069,-0.83012813
229,2664,-4.0,1.1999999999999957,J,-0.76871663,-0.63005245
230,1793,10.0,2.1,F,-0.50841695,-0.92945653
231,2916,23.0,20.700000000000003,F,-0.018604523,-4.1026826
232,4934,5.0,-2.3999999999999986,F,-0.18369837,-1.7879901
233,8219,24.0,22.700000000000003,F,-0.0015912324,-6.589928
234,4770,5.0,-2.0000000000000004,J,-0.8269665,-0.58399886
235,12130,23.0,18.4,F,-0.024480669,-3.7466807
236,12393,30.0,19.200000000000003,F,-0.045817897,-3.1671596
237,3765,-4.0,-5.06,F,-0.10778459,-2.287226
238,4996,13.0,9.46,F,-0.4477702,-1.0271006
239,2379,-9.000000000000002,-7.0,F,-0.377077,-1.160387
240,9847,6.0,4.2,F,-0.0006493172,-7.530631
241,5000,25.0,19.500000000000004,F,-0.12666711,-2.1348667
242,12505,29.0,28.0,F,-0.059319865,-2.9278672
243,3976,30.0,32.2,F,-0.28571635,-1.4118474
244,6061,26.0,20.3,F,-0.11156411,-2.2536197
245,13011,5.0,0.9999999999999943,F,-0.014259223,-4.27717
246,1134,29.0,29.0,F,-0.52958494,-0.90401274
247,12670,5.0,-0.09999999999999964,J,-0.8968136,-0.53036416
248,11827,2.0,-2.4,J,-0.90807945,-0.5226367
249,7522,17.0,32.00000000000004,F,-0.6495998,-0.747691
250,3916,9.0,7.0,F,-0.45843956,-1.0034912
251,9998,21.0,23.299999999999994,F,-0.28321695,-1.41071
252,149,14.8,15.0,F,-0.0735604,-2.6863666
253,13985,-6.0,-0.13,F,-0.19962053,-1.716533
254,314,1.5699999999999998,2.7000000000000006,F,-0.03506153,-3.3819337
255,7625,20.0,15.050000000000002,F,-0.33753285,-1.26319
256,3341,30.000000000000004,30.0,F,-0.6124903,-0.79202324
257,341,0.999999999999999,0.3999999999999987,F,-0.005980082,-5.1507726
258,295,14.0,14.400000000000002,F,-0.44098523,-1.0479455
259,12934,-8.0,-0.5,F,-0.122453704,-2.1661053
260,656,3.0,5.5999999999999845,F,-0.02837375,-3.617029
261,3845,-4.0,-2.3999999999999995,F,-0.16383341,-1.9000336
262,8289,6.800000000000041,15.55,F,-0.28070572,-1.4121526
263,13237,-9.8,-6.400000000000001,F,-0.58255833,-0.833428
264,11730,2.8,-3.400000000000002,F,-0.28563467,-1.3946376
265,10815,8.4,5.4,F,-0.5488426,-0.8810952
266,13806,5.0,6.0,F,-0.050510872,-3.019747
267,4583,15.0,18.0,F,-0.18317723,-1.790559
268,447,-4.0,-5.27,J,-0.9199472,-0.5141932
269,6221,15.200000000000028,7.25,F,-0.02513537,-3.7180407
270,4875,11.200000000000001,20.399999999999864,F,-0.14109051,-2.0541763
271,4067,6.800000000000001,4.4,F,-0.051649287,-2.9964886
272,679,19.0,28.00000000000004,F,-0.1260071,-2.136669
273,2290,-5.999999999999998,-4.5,F,-0.42445326,-1.0859427
274,1052,15.000000000000004,18.46,F,-0.11558457,-2.2367334
275,8304,5.0,2.0,F,-0.14531577,-2.0044754
276,11564,-7.0,2.88,F,-0.11908392,-2.1953413
277,6008,23.0,25.799999999999997,F,-0.16863157,-1.8684683
278,3731,-6.050000000000001,-3.400000000000155,F,-0.001746167,-6.4131327
279,12336,-10.000000000000002,-18.200000000000003,F,-0.20458047,-1.6929227
280,10618,12.0,14.26,F,-0.5576145,-0.85647124
281,3522,28.0,32.05,F,-0.013226604,-4.4957623
282,2353,0.0,-2.200000000000003,F,-0.5967399,-0.8040324
283,12150,22.0,19.5,F,-0.019990167,-3.9332495
284,4426,12.40000000000001,16.600000000000016,F,-0.2500228,-1.5125769
285,5740,8.0,5.5,F,-0.0019013024,-6.35737
286,8054,11.0,18.799999999999848,F,-0.06440944,-2.7979507
287,1328,11.0,9.5,F,-0.45643947,-1.0216155
288,8902,22.0,26.09999999999999,F,-0.105964705,-2.3047104
289,11121,18.0,12.5,F,-0.040463846,-3.238536
290,2684,21.0,28.5,F,-0.0320169,-3.484741
291,1193,2.3499999999999996,1.65,J,-0.77609664,-0.62942535
292,13743,18.0,24.25,F,-0.17184219,-1.8510872
293,11627,22.0,22.0,F,-0.1308103,-2.101748
294,2302,-10.0,-10.100000000000001,F,-0.21300317,-1.6555309
295,10163,-2.1,-3.8999999999999995,F,-0.012495566,-4.428511
296,13479,16.0,11.80000000000003,F,-0.6022199,-0.8018754
297,8279,22.200000000000006,32.0,F,-0.40888005,-1.0949705
298,2953,5.300000000000001,-5.550000000000001,F,-0.37812346,-1.1674968
299,10919,8.0,15.400000000000002,F,-0.028529331,-3.63721
300,4986,19.799999999999997,8.5,F,-0.17153744,-1.8526022
301,13240,23.0,22.25,F,-0.14087147,-2.03323
302,8407,4.0,5.15,J,-0.7897505,-0.60928285
303,13349,2.0,-2.8,F,-0.13604899,-2.0670736
304,1023,-5.0,-3.54,F,-0.024625137,-3.7273893
305,14316,9.0,10.600000000000001,F,-0.43233767,-1.0507172
306,1643,19.0,20.400000000000002,F,-0.5166846,-0.91948223
307,3727,-4.0,-5.999999999999972,F,-0.0047242953,-5.419542
308,4519,8.0,6.9,J,-0.7656616,-0.6298602
309,14262,-7.0,-10.3,F,-0.075668395,-2.6277866
310,13150,16.85,19.200000000000003,F,-0.23295376,-1.5753876
311,12624,-4.0,-4.65,F,-0.11484763,-2.2267992
312,2677,3.0,-0.799999999999992,F,-0.12003968,-2.1847253
313,1805,21.0,25.950000000000003,F,-0.6872173,-0.70628506
314,13482,10.0,12.700000000000026,F,-0.101602204,-2.339851
315,2533,4.0,1.200000000000002,J,-0.7593682,-0.6396248
316,10593,7.2,11.200000000000001,F,-0.2782677,-1.4335067
317,3481,3.0,5.2,F,-0.31852823,-1.3021308
318,6040,17.0,21.200000000000003,J,-0.78050166,-0.6212228
319,1682,-10.0,-3.4000000000000004,F,-0.22965172,-1.5884697
320,14063,14.0,14.200000000000001,F,-0.04897179,-3.0778642
321,4088,20.0,20.4,F,-0.0025493389,-6.0340333
322,10444,5.28,10.0,F,-0.47257328,-0.99620533
323,9368,20.0,12.200000000000003,F,-0.12063827,-2.1778357
324,3023,9.0,11.5,F,-0.13430414,-2.0789566
325,943,-9.0,-4.399999999999949,F,-0.4466511,-1.0315071
326,1912,3.0,5.25,F,-0.012912581,-4.381639
327,1920,-9.290000000000001,-8.6,J,-0.88696915,-0.5389791
328,9685,28.4,28.72,F,-0.1615091,-1.9098134
329,3986,2.0,11.000000000000004,F,-0.32425746,-1.2862974
330,3049,-6.0,1.400000000000003,F,-0.08787241,-2.4809825
331,1537,-4.0,-5.999999999999998,F,-0.49069637,-0.95420116
332,12396,5.0,6.85,F,-0.17621458,-1.850571
333,8910,8.000000000000032,-1.6000000000000112,F,-0.013766948,-4.315059
334,11778,7.800000000000006,13.3,F,-0.18491766,-1.7908918
335,4386,-2.0,-1.2,F,-0.5584046,-0.85850114
336,5146,14.0,15.53,F,-0.059911784,-2.874668
337,2912,-2.0,-0.3999999999999986,F,-0.2733638,-1.4342505
338,7566,9.0,6.200000000000033,F,-0.012342824,-4.420235
339,3632,23.0,19.5,F,-0.0063594743,-5.202811
340,8813,16.0,18.800000000000004,F,-0.5175028,-0.91974735
341,10632,2.92,-0.25,J,-0.7055696,-0.69758165
342,6567,29.0,37.800000000000004,F,-0.24351114,-1.537466
343,12722,-7.0,0.9999999999999982,F,-0.22444837,-1.6074975
344,657,3.0,5.5999999999999845,F,-0.02837375,-3.617029
345,7997,15.450000000000001,20.6,F,-0.00410986,-5.551482
346,7805,21.0,18.799999999999923,F,-0.16237552,-1.9065408
347,4430,3.000000000000005,-5.6000000000000005,J,-0.75198096,-0.64949524
348,9832,6.0,2.1000000000000063,F,-0.023855822,-3.7932703
349,7594,19.0,22.0,F,-0.444175,-1.0433228
350,2975,30.0,35.6,F,-0.14535111,-2.004854
351,339,22.6,21.999999999999993,F,-0.0015429961,-6.583986
352,4158,17.0,21.75,F,-0.6076748,-0.7919476
353,13112,5.0,5.99,F,-0.115204394,-2.253821
354,2907,8.0,16.810000000000002,F,-0.32308593,-1.307503
355,3512,-6.999999999999989,-5.800000000000226,F,-0.03457718,-3.4155283
356,10010,-3.0,9.62,F,-0.07639172,-2.6273484
357,7061,-7.0,1.3499999999999999,F,-0.12805715,-2.136066
358,7979,24.0,24.59999999999995,F,-0.27125803,-1.4477736
359,14289,23.0,16.1,F,-0.1358184,-2.070688
360,9225,9.8,13.449999999999973,F,-0.09105031,-2.4820511
361,5047,-5.0,6.000000000000002,F,-0.35171872,-1.2182502
362,10366,18.240000000000002,18.0,F,-0.12676597,-2.1313398
363,1343,2.0,8.599999999999831,F,-0.061662775,-2.8434393
364,623,21.25,19.99999999999998,F,-0.12495064,-2.1487067
365,10980,12.0,14.9,F,-0.36136746,-1.2021878
366,4890,7.0,-1.2000000000000004,F,-0.0004953888,-7.7949567
367,14024,28.200000000000003,38.2,F,-0.20766157,-1.6776628
368,8452,18.57,25.3,F,-0.2230001,-1.6168714
369,12266,6.45,7.5,F,-0.58134186,-0.82714957
370,10476,13.0,13.0,F,-0.66959083,-0.72593963
371,9837,-1.0,6.0,F,-0.17156015,-1.8510169
372,11306,30.0,24.80000000000001,F,-0.30507752,-1.366662
373,10451,-9.0,-11.950000000000001,F,-0.33568418,-1.258675
374,10229,3.0,7.0,F,-0.15275478,-1.9580144
375,982,-9.0,-7.01,J,-1.2044008,-0.3616865
376,6882,12.200000000000001,23.400000000000006,F,-0.1676687,-1.8904698
377,8659,8.0,13.0,F,-0.036148787,-3.3488908
378,5831,-4.0,-10.5,F,-0.0019003468,-6.3361344
379,5321,14.75,18.25,F,-0.31539154,-1.3118458
380,9255,-6.0,-4.999999999999999,F,-0.47755057,-0.97453123
381,9612,-3.0,-7.0,J,-1.2362939,-0.35609627
382,12109,-5.0,-3.2,F,-0.11075237,-2.2612479
383,7527,-10.0,-10.0,F,-0.23807904,-1.5561256
384,11658,23.1,24.22,F,-0.32225105,-1.314286
385,4916,30.0,34.75,F,-0.23353583,-1.5871449
386,14359,-0.8,-9.8,F,-0.41510293,-1.0815516
387,12331,27.0,25.5,F,-0.11149154,-2.2714913
388,1255,13.8,11.8,F,-0.68326133,-0.7237715
389,10604,1.0,-7.0,F,-0.17965399,-1.8084954
390,12684,28.0,25.88,F,-0.22828358,-1.6103005
391,968,30.0,33.269999999999996,F,-0.33953527,-1.2593294
392,4373,-0.20000000000000284,-8.200000000000014,F,-0.2014008,-1.7217904
393,10831,-9.200000000000003,-10.59,F,-0.32272455,-1.2906468
394,5021,8.95,7.799999999999994,F,-0.28083915,-1.4095298
395,14025,-7.0,-11.9,F,-0.34566706,-1.232445
396,8549,20.99999999999999,28.25,F,-0.3062795,-1.3461697
397,13562,27.0,31.05,F,-0.2531392,-1.5138987
398,3437,18.0,13.7,F,-0.04595431,-3.1164536
399,1362,4.0,2.25,J,-0.9531337,-0.4920398
400,7384,25.2,33.550000000000004,F,-0.5833335,-0.8299136
401,10072,29.0,28.25,F,-0.13285421,-2.094814
402,12998,24.0,22.75,F,-0.00016197246,-10.20261
403,2881,7.0,2.0000000000000036,F,-0.23859473,-1.553042
404,7680,28.0,18.6,F,-0.020135026,-3.9254751
405,5195,9.0,21.41,F,-0.4545199,-1.0143361
406,12081,24.699999999999996,27.1,F,-0.39256066,-1.127649
407,5385,-2.1500000000000004,-6.31,F,-0.616139,-0.7915998
408,6165,17.800000000000004,15.82,F,-0.36884752,-1.2017065
409,12512,18.200000000000003,18.1,F,-0.20118432,-1.7245111
410,588,10.0,4.399999999999995,J,-0.7163773,-0.6795274
411,7965,5.65,4.0,F,-0.4074145,-1.1141138
412,11233,14.0,16.800000000000036,F,-0.010060638,-4.7415266
413,5661,28.0,26.900000000000002,F,-0.32447463,-1.3010848
414,3702,17.600000000000012,18.0,F,-0.07054648,-2.7308514
415,7158,30.0,33.49999999999991,F,-0.47742105,-0.9818499
416,8608,25.000000000000025,16.5,F,-0.20607926,-1.6844288
417,6859,-1.0,-6.000000000000001,F,-0.0320566,-3.4754367
418,9795,-4.0,2.5,F,-0.040385213,-3.237092
419,11327,5.0,8.2,F,-0.2190555,-1.630793
420,8021,11.0,7.999999999999961,F,-0.35342565,-1.2333181
421,12234,21.200000000000003,12.950000000000001,F,-0.2567089,-1.4973991
422,7003,15.25,14.8,J,-0.9788383,-0.4727004
423,3787,1.8,10.000000000000028,F,-0.32564762,-1.3020861
424,13284,7.6000000000000005,7.0,F,-0.5694671,-0.8487068
425,1952,3.799999999999999,8.0,F,-0.46802062,-0.9864552
426,10505,1.0,-9.5,F,-0.08948401,-2.4647796
427,3912,7.0,-0.77,F,-0.020452904,-3.9159532
428,13719,2.0,6.500000000000016,F,-0.13889354,-2.0467477
429,6379,12.0,11.5,F,-0.514216,-0.92592686
430,9176,28.0,23.25,F,-0.0037453189,-5.6383824
431,8743,23.0,23.400000000000002,F,-0.28730085,-1.3956057
432,13294,6.0,6.0,F,-0.017460953,-4.1934175
433,7815,29.0,30.79999999999994,F,-0.62298423,-0.7843022
434,14136,22.0,18.75,F,-0.14235464,-2.0259051
435,14075,19.0,23.0,F,-0.4639007,-1.0041476
